round,date,release,trap_ID,sample,species,gender,marking_status,n_adults,lat,long,day_collection,distance,ID
C1,5/30/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,3,26.522454,-82.192159,8,200,4
C1,5/29/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,21,26.522454,-82.192159,7,200,4
C1,6/1/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,20,26.522454,-82.192159,10,200,4
C1,5/29/2020,5/22/2020,200-4,4,Ae. aegypti,male,marked,1,26.522454,-82.192159,7,200,4
C1,5/29/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,26,26.522454,-82.192159,7,200,4
C1,5/30/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,10,26.522454,-82.192159,8,200,4
C1,6/1/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,35,26.522454,-82.192159,10,200,4
C1,5/22/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,2,26.522454,-82.192159,0,200,4
C1,5/23/2020,5/22/2020,200-4,4,Ae. aegypti,male,marked,15,26.522454,-82.192159,1,200,4
C1,5/26/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,9,26.522454,-82.192159,4,200,4
C1,5/31/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,22,26.522454,-82.192159,9,200,4
C1,5/31/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,7,26.522454,-82.192159,9,200,4
C1,5/25/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,10,26.522454,-82.192159,3,200,4
C1,5/25/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,3,26.522454,-82.192159,3,200,4
C1,5/25/2020,5/22/2020,200-4,4,Ae. aegypti,male,marked,9,26.522454,-82.192159,3,200,4
C1,5/27/2020,5/22/2020,200-4,4,Ae. aegypti,male,marked,2,26.522454,-82.192159,5,200,4
C1,5/27/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,17,26.522454,-82.192159,5,200,4
C1,5/26/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,8,26.522454,-82.192159,4,200,4
C1,5/22/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,7,26.522454,-82.192159,0,200,4
C1,5/24/2020,5/22/2020,200-4,4,Ae. aegypti,male,marked,2,26.522454,-82.192159,2,200,4
C1,5/22/2020,5/22/2020,200-4,4,Ae. aegypti,male,marked,19,26.522454,-82.192159,0,200,4
C1,5/28/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,26,26.522454,-82.192159,6,200,4
C1,5/28/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,35,26.522454,-82.192159,6,200,4
C1,5/24/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,4,26.522454,-82.192159,2,200,4
C1,5/23/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,9,26.522454,-82.192159,1,200,4
C1,5/23/2020,5/22/2020,200-4,4,Ae. aegypti,male,unmarked,1,26.522454,-82.192159,1,200,4
C1,5/27/2020,5/22/2020,200-4,4,Ae. aegypti,female,unmarked,30,26.522454,-82.192159,5,200,4
C1,5/25/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,22,26.523841,-82.192729,3,200,5
C1,5/25/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,79,26.523841,-82.192729,3,200,5
C1,5/25/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,25,26.523841,-82.192729,3,200,5
C1,6/1/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,70,26.523841,-82.192729,10,200,5
C1,6/1/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,43,26.523841,-82.192729,10,200,5
C1,5/31/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,1,26.523841,-82.192729,9,200,5
C1,5/31/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,71,26.523841,-82.192729,9,200,5
C1,5/27/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,9,26.523841,-82.192729,5,200,5
C1,5/28/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,115,26.523841,-82.192729,6,200,5
C1,5/28/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,164,26.523841,-82.192729,6,200,5
C1,5/28/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,7,26.523841,-82.192729,6,200,5
C1,5/29/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,2,26.523841,-82.192729,7,200,5
C1,5/29/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,111,26.523841,-82.192729,7,200,5
C1,5/29/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,80,26.523841,-82.192729,7,200,5
C1,5/31/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,44,26.523841,-82.192729,9,200,5
C1,5/27/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,142,26.523841,-82.192729,5,200,5
C1,5/26/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,7,26.523841,-82.192729,4,200,5
C1,5/30/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,2,26.523841,-82.192729,8,200,5
C1,5/30/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,116,26.523841,-82.192729,8,200,5
C1,5/26/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,66,26.523841,-82.192729,4,200,5
C1,5/30/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,98,26.523841,-82.192729,8,200,5
C1,5/24/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,62,26.523841,-82.192729,2,200,5
C1,5/26/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,25,26.523841,-82.192729,4,200,5
C1,5/27/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,88,26.523841,-82.192729,5,200,5
C1,5/22/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,6,26.523841,-82.192729,0,200,5
C1,5/23/2020,5/22/2020,200-5,5,Ae. aegypti,female,unmarked,46,26.523841,-82.192729,1,200,5
C1,5/23/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,96,26.523841,-82.192729,1,200,5
C1,5/23/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,42,26.523841,-82.192729,1,200,5
C1,5/22/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,38,26.523841,-82.192729,0,200,5
C1,5/22/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,7,26.523841,-82.192729,0,200,5
C1,5/24/2020,5/22/2020,200-5,5,Ae. aegypti,male,marked,15,26.523841,-82.192729,2,200,5
C1,5/24/2020,5/22/2020,200-5,5,Ae. aegypti,male,unmarked,52,26.523841,-82.192729,2,200,5
C1,5/29/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,14,26.524965,-82.192244,7,200,6
C1,5/23/2020,5/22/2020,200-6,6,Ae. aegypti,male,marked,1,26.524965,-82.192244,1,200,6
C1,5/23/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,4,26.524965,-82.192244,1,200,6
C1,5/23/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,3,26.524965,-82.192244,1,200,6
C1,5/29/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,11,26.524965,-82.192244,7,200,6
C1,5/26/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,12,26.524965,-82.192244,4,200,6
C1,5/30/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,4,26.524965,-82.192244,8,200,6
C1,5/31/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,2,26.524965,-82.192244,9,200,6
C1,6/1/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,3,26.524965,-82.192244,10,200,6
C1,5/30/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,4,26.524965,-82.192244,8,200,6
C1,5/27/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,14,26.524965,-82.192244,5,200,6
C1,5/27/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,4,26.524965,-82.192244,5,200,6
C1,5/31/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,6,26.524965,-82.192244,9,200,6
C1,5/26/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,7,26.524965,-82.192244,4,200,6
C1,5/24/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,2,26.524965,-82.192244,2,200,6
C1,5/28/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,7,26.524965,-82.192244,6,200,6
C1,6/1/2020,5/22/2020,200-6,6,Ae. aegypti,female,unmarked,8,26.524965,-82.192244,10,200,6
C1,5/28/2020,5/22/2020,200-6,6,Ae. aegypti,male,unmarked,5,26.524965,-82.192244,6,200,6
C1,5/24/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,1,26.525538,-82.190389,2,200,7
C1,5/29/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,4,26.525538,-82.190389,7,200,7
C1,5/30/2020,5/22/2020,200-7,7,Ae. aegypti,male,unmarked,1,26.525538,-82.190389,8,200,7
C1,5/27/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,4,26.525538,-82.190389,5,200,7
C1,5/28/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,2,26.525538,-82.190389,6,200,7
C1,5/23/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,5,26.525538,-82.190389,1,200,7
C1,5/23/2020,5/22/2020,200-7,7,Ae. aegypti,male,marked,3,26.525538,-82.190389,1,200,7
C1,5/25/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,3,26.525538,-82.190389,3,200,7
C1,5/29/2020,5/22/2020,200-7,7,Ae. aegypti,male,unmarked,6,26.525538,-82.190389,7,200,7
C1,5/27/2020,5/22/2020,200-7,7,Ae. aegypti,male,unmarked,3,26.525538,-82.190389,5,200,7
C1,5/24/2020,5/22/2020,200-7,7,Ae. aegypti,male,marked,1,26.525538,-82.190389,2,200,7
C1,5/24/2020,5/22/2020,200-7,7,Ae. aegypti,male,unmarked,1,26.525538,-82.190389,2,200,7
C1,5/26/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,3,26.525538,-82.190389,4,200,7
C1,5/31/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,6,26.525538,-82.190389,9,200,7
C1,5/31/2020,5/22/2020,200-7,7,Ae. aegypti,male,unmarked,3,26.525538,-82.190389,9,200,7
C1,5/30/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,5,26.525538,-82.190389,8,200,7
C1,6/1/2020,5/22/2020,200-7,7,Ae. aegypti,female,unmarked,8,26.525538,-82.190389,10,200,7
C1,6/1/2020,5/22/2020,200-7,7,Ae. aegypti,male,unmarked,3,26.525538,-82.190389,10,200,7
C1,5/23/2020,5/22/2020,200-8,8,Ae. aegypti,male,marked,2,26.524711,-82.189493,1,200,8
C1,5/28/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,1,26.524711,-82.189493,6,200,8
C1,5/27/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,11,26.524711,-82.189493,5,200,8
C1,5/28/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,1,26.524711,-82.189493,6,200,8
C1,5/26/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,9,26.524711,-82.189493,4,200,8
C1,5/26/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,2,26.524711,-82.189493,4,200,8
C1,5/27/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,9,26.524711,-82.189493,5,200,8
C1,5/25/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,1,26.524711,-82.189493,3,200,8
C1,6/1/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,1,26.524711,-82.189493,10,200,8
C1,6/1/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,3,26.524711,-82.189493,10,200,8
C1,5/30/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,1,26.524711,-82.189493,8,200,8
C1,5/30/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,1,26.524711,-82.189493,8,200,8
C1,5/25/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,2,26.524711,-82.189493,3,200,8
C1,5/22/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,1,26.524711,-82.189493,0,200,8
C1,5/25/2020,5/22/2020,200-8,8,Ae. aegypti,male,marked,2,26.524711,-82.189493,3,200,8
C1,5/23/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,1,26.524711,-82.189493,1,200,8
C1,5/29/2020,5/22/2020,200-8,8,Ae. aegypti,male,unmarked,2,26.524711,-82.189493,7,200,8
C1,5/29/2020,5/22/2020,200-8,8,Ae. aegypti,female,unmarked,3,26.524711,-82.189493,7,200,8
C1,5/28/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,7,26.52385,-82.188171,6,250,1
C1,5/29/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,18,26.52385,-82.188171,7,250,1
C1,5/28/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,9,26.52385,-82.188171,6,250,1
C1,5/24/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,1,26.52385,-82.188171,2,250,1
C1,5/30/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,15,26.52385,-82.188171,8,250,1
C1,5/26/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,2,26.52385,-82.188171,4,250,1
C1,5/26/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,1,26.52385,-82.188171,4,250,1
C1,5/27/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,10,26.52385,-82.188171,5,250,1
C1,5/27/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,6,26.52385,-82.188171,5,250,1
C1,5/30/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,24,26.52385,-82.188171,8,250,1
C1,5/29/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,16,26.52385,-82.188171,7,250,1
C1,6/1/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,8,26.52385,-82.188171,10,250,1
C1,5/25/2020,5/22/2020,250-1,1,Ae. aegypti,male,marked,1,26.52385,-82.188171,3,250,1
C1,5/25/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,4,26.52385,-82.188171,3,250,1
C1,5/25/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,6,26.52385,-82.188171,3,250,1
C1,6/1/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,6,26.52385,-82.188171,10,250,1
C1,5/31/2020,5/22/2020,250-1,1,Ae. aegypti,female,unmarked,21,26.52385,-82.188171,9,250,1
C1,5/31/2020,5/22/2020,250-1,1,Ae. aegypti,male,unmarked,15,26.52385,-82.188171,9,250,1
C1,5/30/2020,5/22/2020,250-1,1,Ae. aegypti,male,marked,1,26.52385,-82.188171,8,250,1
C1,5/31/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,15,26.522016,-82.188791,9,250,2
C1,5/23/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,3,26.522016,-82.188791,1,250,2
C1,5/23/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,2,26.522016,-82.188791,1,250,2
C1,5/23/2020,5/22/2020,250-2,2,Ae. aegypti,male,marked,7,26.522016,-82.188791,1,250,2
C1,5/27/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,26,26.522016,-82.188791,5,250,2
C1,5/29/2020,5/22/2020,250-2,2,Ae. aegypti,male,marked,2,26.522016,-82.188791,7,250,2
C1,5/30/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,20,26.522016,-82.188791,8,250,2
C1,5/31/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,5,26.522016,-82.188791,9,250,2
C1,5/28/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,26,26.522016,-82.188791,6,250,2
C1,5/27/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,24,26.522016,-82.188791,5,250,2
C1,5/26/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,16,26.522016,-82.188791,4,250,2
C1,5/25/2020,5/22/2020,250-2,2,Ae. aegypti,male,marked,10,26.522016,-82.188791,3,250,2
C1,5/30/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,19,26.522016,-82.188791,8,250,2
C1,5/29/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,31,26.522016,-82.188791,7,250,2
C1,5/29/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,28,26.522016,-82.188791,7,250,2
C1,5/22/2020,5/22/2020,250-2,2,Ae. aegypti,male,marked,16,26.522016,-82.188791,0,250,2
C1,5/22/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,1,26.522016,-82.188791,0,250,2
C1,5/22/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,5,26.522016,-82.188791,0,250,2
C1,5/26/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,16,26.522016,-82.188791,4,250,2
C1,5/28/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,27,26.522016,-82.188791,6,250,2
C1,6/1/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,28,26.522016,-82.188791,10,250,2
C1,6/1/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,30,26.522016,-82.188791,10,250,2
C1,5/25/2020,5/22/2020,250-2,2,Ae. aegypti,male,unmarked,10,26.522016,-82.188791,3,250,2
C1,5/24/2020,5/22/2020,250-2,2,Ae. aegypti,male,marked,3,26.522016,-82.188791,2,250,2
C1,5/26/2020,5/22/2020,250-2,2,Ae. aegypti,male,marked,8,26.522016,-82.188791,4,250,2
C1,5/25/2020,5/22/2020,250-2,2,Ae. aegypti,female,unmarked,12,26.522016,-82.188791,3,250,2
C1,5/23/2020,5/22/2020,250-3,3,Ae. aegypti,male,marked,5,26.521488,-82.190202,1,250,3
C1,5/27/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,47,26.521488,-82.190202,5,250,3
C1,5/30/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,6,26.521488,-82.190202,8,250,3
C1,5/28/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,67,26.521488,-82.190202,6,250,3
C1,5/28/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,97,26.521488,-82.190202,6,250,3
C1,5/30/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,6,26.521488,-82.190202,8,250,3
C1,5/28/2020,5/22/2020,250-3,3,Ae. aegypti,male,marked,3,26.521488,-82.190202,6,250,3
C1,5/31/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,21,26.521488,-82.190202,9,250,3
C1,5/29/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,49,26.521488,-82.190202,7,250,3
C1,5/29/2020,5/22/2020,250-3,3,Ae. aegypti,male,marked,1,26.521488,-82.190202,7,250,3
C1,5/24/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,1,26.521488,-82.190202,2,250,3
C1,5/23/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,6,26.521488,-82.190202,1,250,3
C1,5/27/2020,5/22/2020,250-3,3,Ae. aegypti,male,marked,1,26.521488,-82.190202,5,250,3
C1,5/23/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,11,26.521488,-82.190202,1,250,3
C1,5/25/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,227,26.521488,-82.190202,3,250,3
C1,5/26/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,62,26.521488,-82.190202,4,250,3
C1,5/26/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,63,26.521488,-82.190202,4,250,3
C1,5/24/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,1,26.521488,-82.190202,2,250,3
C1,5/22/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,3,26.521488,-82.190202,0,250,3
C1,6/1/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,43,26.521488,-82.190202,10,250,3
C1,5/27/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,95,26.521488,-82.190202,5,250,3
C1,5/29/2020,5/22/2020,250-3,3,Ae. aegypti,female,unmarked,31,26.521488,-82.190202,7,250,3
C1,5/25/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,272,26.521488,-82.190202,3,250,3
C1,5/25/2020,5/22/2020,250-3,3,Ae. aegypti,male,marked,4,26.521488,-82.190202,3,250,3
C1,5/31/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,25,26.521488,-82.190202,9,250,3
C1,6/1/2020,5/22/2020,250-3,3,Ae. aegypti,male,unmarked,45,26.521488,-82.190202,10,250,3
C1,5/26/2020,5/22/2020,250-3,3,Ae. aegypti,male,marked,2,26.521488,-82.190202,4,250,3
C1,5/24/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,10,26.522002,-82.192305,2,250,4
C1,5/28/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,24,26.522002,-82.192305,6,250,4
C1,5/28/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,17,26.522002,-82.192305,6,250,4
C1,5/28/2020,5/22/2020,250-4,4,Ae. aegypti,male,marked,2,26.522002,-82.192305,6,250,4
C1,5/24/2020,5/22/2020,250-4,4,Ae. aegypti,male,marked,9,26.522002,-82.192305,2,250,4
C1,6/1/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,10,26.522002,-82.192305,10,250,4
C1,6/1/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,47,26.522002,-82.192305,10,250,4
C1,5/24/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,2,26.522002,-82.192305,2,250,4
C1,5/26/2020,5/22/2020,250-4,4,Ae. aegypti,male,marked,1,26.522002,-82.192305,4,250,4
C1,5/23/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,8,26.522002,-82.192305,1,250,4
C1,5/23/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,3,26.522002,-82.192305,1,250,4
C1,5/23/2020,5/22/2020,250-4,4,Ae. aegypti,male,marked,7,26.522002,-82.192305,1,250,4
C1,5/30/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,23,26.522002,-82.192305,8,250,4
C1,5/30/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,22,26.522002,-82.192305,8,250,4
C1,5/31/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,22,26.522002,-82.192305,9,250,4
C1,5/31/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,3,26.522002,-82.192305,9,250,4
C1,5/22/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,6,26.522002,-82.192305,0,250,4
C1,5/26/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,3,26.522002,-82.192305,4,250,4
C1,5/27/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,24,26.522002,-82.192305,5,250,4
C1,5/22/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,5,26.522002,-82.192305,0,250,4
C1,5/22/2020,5/22/2020,250-4,4,Ae. aegypti,male,marked,6,26.522002,-82.192305,0,250,4
C1,5/29/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,14,26.522002,-82.192305,7,250,4
C1,5/29/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,14,26.522002,-82.192305,7,250,4
C1,5/25/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,19,26.522002,-82.192305,3,250,4
C1,5/25/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,6,26.522002,-82.192305,3,250,4
C1,5/25/2020,5/22/2020,250-4,4,Ae. aegypti,male,marked,5,26.522002,-82.192305,3,250,4
C1,5/27/2020,5/22/2020,250-4,4,Ae. aegypti,male,marked,4,26.522002,-82.192305,5,250,4
C1,5/27/2020,5/22/2020,250-4,4,Ae. aegypti,male,unmarked,36,26.522002,-82.192305,5,250,4
C1,5/26/2020,5/22/2020,250-4,4,Ae. aegypti,female,unmarked,10,26.522002,-82.192305,4,250,4
C1,5/24/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,11,26.523008,-82.193073,2,250,5
C1,5/31/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,2,26.523008,-82.193073,9,250,5
C1,5/29/2020,5/22/2020,250-5,5,Ae. aegypti,male,marked,1,26.523008,-82.193073,7,250,5
C1,5/25/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,6,26.523008,-82.193073,3,250,5
C1,5/28/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,10,26.523008,-82.193073,6,250,5
C1,5/24/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,5,26.523008,-82.193073,2,250,5
C1,5/30/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,7,26.523008,-82.193073,8,250,5
C1,5/28/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,5,26.523008,-82.193073,6,250,5
C1,5/29/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,11,26.523008,-82.193073,7,250,5
C1,5/31/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,8,26.523008,-82.193073,9,250,5
C1,5/25/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,9,26.523008,-82.193073,3,250,5
C1,5/26/2020,5/22/2020,250-5,5,Ae. aegypti,male,marked,1,26.523008,-82.193073,4,250,5
C1,5/26/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,1,26.523008,-82.193073,4,250,5
C1,5/26/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,2,26.523008,-82.193073,4,250,5
C1,5/31/2020,5/22/2020,250-5,5,Ae. aegypti,male,marked,1,26.523008,-82.193073,9,250,5
C1,5/27/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,14,26.523008,-82.193073,5,250,5
C1,5/27/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,12,26.523008,-82.193073,5,250,5
C1,5/24/2020,5/22/2020,250-5,5,Ae. aegypti,male,marked,3,26.523008,-82.193073,2,250,5
C1,6/1/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,2,26.523008,-82.193073,10,250,5
C1,5/30/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,12,26.523008,-82.193073,8,250,5
C1,5/25/2020,5/22/2020,250-5,5,Ae. aegypti,male,marked,1,26.523008,-82.193073,3,250,5
C1,5/23/2020,5/22/2020,250-5,5,Ae. aegypti,male,unmarked,1,26.523008,-82.193073,1,250,5
C1,5/23/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,6,26.523008,-82.193073,1,250,5
C1,5/23/2020,5/22/2020,250-5,5,Ae. aegypti,male,marked,7,26.523008,-82.193073,1,250,5
C1,5/29/2020,5/22/2020,250-5,5,Ae. aegypti,female,unmarked,7,26.523008,-82.193073,7,250,5
C1,5/29/2020,5/22/2020,250-6,6,Ae. aegypti,male,unmarked,26,26.524585,-82.193011,7,250,6
C1,5/31/2020,5/22/2020,250-6,6,Ae. aegypti,female,unmarked,1,26.524585,-82.193011,9,250,6
C1,5/31/2020,5/22/2020,250-6,6,Ae. aegypti,male,unmarked,14,26.524585,-82.193011,9,250,6
