round,date,release,trap_ID,sample,distance,species,gender,marking_status,n_adults,lat,long
A,2019-11-07,2019-11-06,100-1,1,100,Ae. aegypti,female,unmarked,1,26.523715,-82.18971
A,2019-11-06,2019-11-06,100-2,2,100,Ae. aegypti,male,marked,4,26.522929,-82.190153
A,2019-11-06,2019-11-06,100-2,2,100,Ae. aegypti,female,unmarked,1,26.522929,-82.190153
A,2019-11-07,2019-11-06,100-2,2,100,Ae. aegypti,male,marked,1,26.522929,-82.190153
A,2019-11-07,2019-11-06,100-2,2,100,Ae. aegypti,female,unmarked,1,26.522929,-82.190153
A,2019-11-07,2019-11-06,100-2,2,100,Ae. aegypti,male,unmarked,1,26.522929,-82.190153
A,2019-11-09,2019-11-06,100-2,2,100,Ae. aegypti,male,unmarked,1,26.522929,-82.190153
A,2019-11-10,2019-11-06,100-2,2,100,Ae. aegypti,male,marked,1,26.522929,-82.190153
A,2019-11-10,2019-11-06,100-2,2,100,Ae. aegypti,female,unmarked,2,26.522929,-82.190153
A,2019-11-10,2019-11-06,100-2,2,100,Ae. aegypti,male,unmarked,1,26.522929,-82.190153
A,2019-11-06,2019-11-06,100-3,3,100,Ae. aegypti,female,marked,2,26.522949,-82.191294
A,2019-11-06,2019-11-06,100-3,3,100,Ae. aegypti,male,marked,11,26.522949,-82.191294
A,2019-11-06,2019-11-06,100-3,3,100,Ae. aegypti,female,unmarked,2,26.522949,-82.191294
A,2019-11-06,2019-11-06,100-3,3,100,Ae. aegypti,male,unmarked,2,26.522949,-82.191294
A,2019-11-07,2019-11-06,100-3,3,100,Ae. aegypti,male,marked,3,26.522949,-82.191294
A,2019-11-07,2019-11-06,100-3,3,100,Ae. aegypti,female,unmarked,3,26.522949,-82.191294
A,2019-11-09,2019-11-06,100-3,3,100,Ae. aegypti,female,unmarked,4,26.522949,-82.191294
A,2019-11-10,2019-11-06,100-3,3,100,Ae. aegypti,female,unmarked,7,26.522949,-82.191294
A,2019-11-11,2019-11-06,100-3,3,100,Ae. aegypti,female,unmarked,2,26.522949,-82.191294
A,2019-11-06,2019-11-06,100-4,4,100,Ae. aegypti,male,marked,4,26.523731,-82.191744
A,2019-11-07,2019-11-06,100-4,4,100,Ae. aegypti,female,marked,1,26.523731,-82.191744
A,2019-11-07,2019-11-06,100-4,4,100,Ae. aegypti,male,marked,6,26.523731,-82.191744
A,2019-11-07,2019-11-06,100-4,4,100,Ae. aegypti,female,unmarked,5,26.523731,-82.191744
A,2019-11-07,2019-11-06,100-4,4,100,Ae. aegypti,male,unmarked,1,26.523731,-82.191744
A,2019-11-08,2019-11-06,100-4,4,100,Ae. aegypti,female,marked,1,26.523731,-82.191744
A,2019-11-08,2019-11-06,100-4,4,100,Ae. aegypti,male,marked,1,26.523731,-82.191744
A,2019-11-08,2019-11-06,100-4,4,100,Ae. aegypti,female,unmarked,10,26.523731,-82.191744
A,2019-11-09,2019-11-06,100-4,4,100,Ae. aegypti,male,marked,1,26.523731,-82.191744
A,2019-11-09,2019-11-06,100-4,4,100,Ae. aegypti,female,unmarked,1,26.523731,-82.191744
A,2019-11-09,2019-11-06,100-4,4,100,Ae. aegypti,male,unmarked,1,26.523731,-82.191744
A,2019-11-10,2019-11-06,100-4,4,100,Ae. aegypti,male,marked,1,26.523731,-82.191744
A,2019-11-10,2019-11-06,100-4,4,100,Ae. aegypti,female,unmarked,2,26.523731,-82.191744
A,2019-11-10,2019-11-06,100-4,4,100,Ae. aegypti,male,unmarked,1,26.523731,-82.191744
A,2019-11-11,2019-11-06,100-4,4,100,Ae. aegypti,female,unmarked,7,26.523731,-82.191744
A,2019-11-06,2019-11-06,100-5,5,100,Ae. aegypti,male,marked,3,26.524412,-82.191317
A,2019-11-06,2019-11-06,100-5,5,100,Ae. aegypti,female,marked,1,26.524412,-82.191317
A,2019-11-06,2019-11-06,100-5,5,100,Ae. aegypti,female,unmarked,3,26.524412,-82.191317
A,2019-11-07,2019-11-06,100-5,5,100,Ae. aegypti,male,marked,1,26.524412,-82.191317
A,2019-11-07,2019-11-06,100-5,5,100,Ae. aegypti,female,unmarked,5,26.524412,-82.191317
A,2019-11-08,2019-11-06,100-5,5,100,Ae. aegypti,male,unmarked,1,26.524412,-82.191317
A,2019-11-10,2019-11-06,100-5,5,100,Ae. aegypti,female,unmarked,3,26.524412,-82.191317
A,2019-11-10,2019-11-06,100-5,5,100,Ae. aegypti,male,unmarked,2,26.524412,-82.191317
A,2019-11-11,2019-11-06,100-5,5,100,Ae. aegypti,male,marked,1,26.524412,-82.191317
A,2019-11-11,2019-11-06,100-5,5,100,Ae. aegypti,female,unmarked,2,26.524412,-82.191317
A,2019-11-06,2019-11-06,100-6,6,100,Ae. aegypti,male,marked,4,26.524506,-82.190228
A,2019-11-06,2019-11-06,100-6,6,100,Ae. aegypti,female,unmarked,1,26.524506,-82.190228
A,2019-11-07,2019-11-06,100-6,6,100,Ae. aegypti,male,marked,2,26.524506,-82.190228
A,2019-11-07,2019-11-06,100-6,6,100,Ae. aegypti,male,unmarked,5,26.524506,-82.190228
A,2019-11-10,2019-11-06,100-6,6,100,Ae. aegypti,male,unmarked,1,26.524506,-82.190228
A,2019-11-06,2019-11-06,150-1,1,150,Ae. aegypti,male,marked,2,26.523753,-82.189125
A,2019-11-06,2019-11-06,150-1,1,150,Ae. aegypti,female,unmarked,5,26.523753,-82.189125
A,2019-11-07,2019-11-06,150-1,1,150,Ae. aegypti,male,marked,1,26.523753,-82.189125
A,2019-11-07,2019-11-06,150-1,1,150,Ae. aegypti,female,unmarked,3,26.523753,-82.189125
A,2019-11-07,2019-11-06,150-1,1,150,Ae. aegypti,male,unmarked,1,26.523753,-82.189125
A,2019-11-08,2019-11-06,150-1,1,150,Ae. aegypti,female,unmarked,1,26.523753,-82.189125
A,2019-11-09,2019-11-06,150-1,1,150,Ae. aegypti,female,unmarked,3,26.523753,-82.189125
A,2019-11-09,2019-11-06,150-1,1,150,Ae. aegypti,male,unmarked,1,26.523753,-82.189125
A,2019-11-11,2019-11-06,150-1,1,150,Ae. aegypti,female,unmarked,2,26.523753,-82.189125
A,2019-11-11,2019-11-06,150-1,1,150,Ae. aegypti,male,unmarked,1,26.523753,-82.189125
A,2019-11-06,2019-11-06,150-2,2,150,Ae. aegypti,male,marked,7,26.522667,-82.189552
A,2019-11-06,2019-11-06,150-2,2,150,Ae. aegypti,female,unmarked,4,26.522667,-82.189552
A,2019-11-06,2019-11-06,150-2,2,150,Ae. aegypti,male,unmarked,2,26.522667,-82.189552
A,2019-11-07,2019-11-06,150-2,2,150,Ae. aegypti,female,unmarked,5,26.522667,-82.189552
A,2019-11-09,2019-11-06,150-2,2,150,Ae. aegypti,female,unmarked,5,26.522667,-82.189552
A,2019-11-09,2019-11-06,150-2,2,150,Ae. aegypti,male,unmarked,1,26.522667,-82.189552
A,2019-11-10,2019-11-06,150-2,2,150,Ae. aegypti,male,marked,1,26.522667,-82.189552
A,2019-11-10,2019-11-06,150-2,2,150,Ae. aegypti,female,unmarked,9,26.522667,-82.189552
A,2019-11-11,2019-11-06,150-2,2,150,Ae. aegypti,female,unmarked,4,26.522667,-82.189552
A,2019-11-11,2019-11-06,150-2,2,150,Ae. aegypti,male,unmarked,2,26.522667,-82.189552
A,2019-11-07,2019-11-06,150-3,3,150,Ae. aegypti,female,unmarked,4,26.522328,-82.190635
A,2019-11-08,2019-11-06,150-3,3,150,Ae. aegypti,female,unmarked,1,26.522328,-82.190635
A,2019-11-09,2019-11-06,150-3,3,150,Ae. aegypti,female,unmarked,2,26.522328,-82.190635
A,2019-11-10,2019-11-06,150-3,3,150,Ae. aegypti,female,unmarked,3,26.522328,-82.190635
A,2019-11-11,2019-11-06,150-3,3,150,Ae. aegypti,female,unmarked,1,26.522328,-82.190635
A,2019-11-06,2019-11-06,150-4,4,150,Ae. aegypti,male,marked,4,26.523085,-82.192055
A,2019-11-06,2019-11-06,150-4,4,150,Ae. aegypti,male,unmarked,1,26.523085,-82.192055
A,2019-11-07,2019-11-06,150-4,4,150,Ae. aegypti,male,marked,2,26.523085,-82.192055
A,2019-11-07,2019-11-06,150-4,4,150,Ae. aegypti,female,unmarked,1,26.523085,-82.192055
A,2019-11-08,2019-11-06,150-4,4,150,Ae. aegypti,female,unmarked,1,26.523085,-82.192055
A,2019-11-09,2019-11-06,150-4,4,150,Ae. aegypti,male,unmarked,1,26.523085,-82.192055
A,2019-11-06,2019-11-06,150-5,5,150,Ae. aegypti,male,marked,1,26.524436,-82.191941
A,2019-11-06,2019-11-06,150-5,5,150,Ae. aegypti,female,unmarked,1,26.524436,-82.191941
A,2019-11-07,2019-11-06,150-5,5,150,Ae. aegypti,female,unmarked,1,26.524436,-82.191941
A,2019-11-08,2019-11-06,150-5,5,150,Ae. aegypti,male,marked,1,26.524436,-82.191941
A,2019-11-11,2019-11-06,150-5,5,150,Ae. aegypti,female,unmarked,2,26.524436,-82.191941
A,2019-11-06,2019-11-06,150-6,6,150,Ae. aegypti,female,unmarked,1,26.525009,-82.1902
A,2019-11-07,2019-11-06,150-6,6,150,Ae. aegypti,female,unmarked,1,26.525009,-82.1902
A,2019-11-07,2019-11-06,150-6,6,150,Ae. aegypti,male,unmarked,1,26.525009,-82.1902
A,2019-11-09,2019-11-06,150-6,6,150,Ae. aegypti,male,marked,1,26.525009,-82.1902
A,2019-11-10,2019-11-06,150-6,6,150,Ae. aegypti,female,unmarked,1,26.525009,-82.1902
A,2019-11-10,2019-11-06,150-6,6,150,Ae. aegypti,male,unmarked,1,26.525009,-82.1902
A,2019-11-06,2019-11-06,200-1,1,200,Ae. aegypti,female,marked,1,26.52381,-82.188582
A,2019-11-06,2019-11-06,200-1,1,200,Ae. aegypti,male,unmarked,4,26.52381,-82.188582
A,2019-11-07,2019-11-06,200-1,1,200,Ae. aegypti,male,marked,2,26.52381,-82.188582
A,2019-11-07,2019-11-06,200-1,1,200,Ae. aegypti,female,unmarked,8,26.52381,-82.188582
A,2019-11-07,2019-11-06,200-1,1,200,Ae. aegypti,male,unmarked,1,26.52381,-82.188582
A,2019-11-08,2019-11-06,200-1,1,200,Ae. aegypti,female,unmarked,3,26.52381,-82.188582
A,2019-11-11,2019-11-06,200-1,1,200,Ae. aegypti,female,unmarked,1,26.52381,-82.188582
A,2019-11-06,2019-11-06,200-2,2,200,Ae. aegypti,female,unmarked,3,26.522648,-82.188859
A,2019-11-07,2019-11-06,200-2,2,200,Ae. aegypti,male,unmarked,1,26.522648,-82.188859
A,2019-11-07,2019-11-06,200-2,2,200,Ae. aegypti,female,unmarked,2,26.522648,-82.188859
A,2019-11-08,2019-11-06,200-2,2,200,Ae. aegypti,male,unmarked,1,26.522648,-82.188859
A,2019-11-09,2019-11-06,200-2,2,200,Ae. aegypti,female,unmarked,1,26.522648,-82.188859
A,2019-11-10,2019-11-06,200-2,2,200,Ae. aegypti,female,unmarked,1,26.522648,-82.188859
A,2019-11-11,2019-11-06,200-2,2,200,Ae. aegypti,female,unmarked,1,26.522648,-82.188859
A,2019-11-06,2019-11-06,200-3,3,200,Ae. aegypti,female,unmarked,3,26.521968,-82.190824
A,2019-11-07,2019-11-06,200-3,3,200,Ae. aegypti,female,unmarked,2,26.521968,-82.190824
A,2019-11-08,2019-11-06,200-3,3,200,Ae. aegypti,female,unmarked,4,26.521968,-82.190824
A,2019-11-08,2019-11-06,200-3,3,200,Ae. aegypti,male,unmarked,2,26.521968,-82.190824
A,2019-11-10,2019-11-06,200-3,3,200,Ae. aegypti,female,unmarked,2,26.521968,-82.190824
A,2019-11-06,2019-11-06,200-4,4,200,Ae. aegypti,male,marked,1,26.522454,-82.192159
A,2019-11-06,2019-11-06,200-4,4,200,Ae. aegypti,female,marked,1,26.522454,-82.192159
A,2019-11-07,2019-11-06,200-4,4,200,Ae. aegypti,female,unmarked,3,26.522454,-82.192159
A,2019-11-08,2019-11-06,200-4,4,200,Ae. aegypti,female,unmarked,2,26.522454,-82.192159
A,2019-11-09,2019-11-06,200-4,4,200,Ae. aegypti,female,unmarked,1,26.522454,-82.192159
A,2019-11-10,2019-11-06,200-4,4,200,Ae. aegypti,female,unmarked,1,26.522454,-82.192159
A,2019-11-11,2019-11-06,200-4,4,200,Ae. aegypti,female,unmarked,1,26.522454,-82.192159
A,2019-11-06,2019-11-06,200-5,5,200,Ae. aegypti,female,marked,1,26.523841,-82.192729
A,2019-11-06,2019-11-06,200-5,5,200,Ae. aegypti,male,marked,1,26.523841,-82.192729
A,2019-11-07,2019-11-06,200-5,5,200,Ae. aegypti,male,marked,5,26.523841,-82.192729
A,2019-11-07,2019-11-06,200-5,5,200,Ae. aegypti,male,marked,8,26.523841,-82.192729
A,2019-11-07,2019-11-06,200-5,5,200,Ae. aegypti,female,unmarked,5,26.523841,-82.192729
A,2019-11-08,2019-11-06,200-5,5,200,Ae. aegypti,male,marked,2,26.523841,-82.192729
A,2019-11-08,2019-11-06,200-5,5,200,Ae. aegypti,female,unmarked,7,26.523841,-82.192729
A,2019-11-08,2019-11-06,200-5,5,200,Ae. aegypti,male,unmarked,2,26.523841,-82.192729
A,2019-11-10,2019-11-06,200-5,5,200,Ae. aegypti,male,marked,1,26.523841,-82.192729
A,2019-11-10,2019-11-06,200-5,5,200,Ae. aegypti,female,unmarked,13,26.523841,-82.192729
A,2019-11-10,2019-11-06,200-5,5,200,Ae. aegypti,male,unmarked,7,26.523841,-82.192729
A,2019-11-11,2019-11-06,200-5,5,200,Ae. aegypti,male,marked,1,26.523841,-82.192729
A,2019-11-11,2019-11-06,200-5,5,200,Ae. aegypti,female,unmarked,2,26.523841,-82.192729
A,2019-11-06,2019-11-06,200-6,6,200,Ae. aegypti,male,unmarked,3,26.524965,-82.192244
A,2019-11-06,2019-11-06,200-6,6,200,Ae. aegypti,female,unmarked,2,26.524965,-82.192244
A,2019-11-07,2019-11-06,200-6,6,200,Ae. aegypti,female,unmarked,1,26.524965,-82.192244
A,2019-11-06,2019-11-06,200-7,7,200,Ae. aegypti,female,unmarked,1,26.525538,-82.190389
A,2019-11-06,2019-11-06,200-7,7,200,Ae. aegypti,male,unmarked,1,26.525538,-82.190389
A,2019-11-10,2019-11-06,200-7,7,200,Ae. aegypti,female,unmarked,1,26.525538,-82.190389
A,2019-11-11,2019-11-06,200-7,7,200,Ae. aegypti,female,unmarked,1,26.525538,-82.190389
A,2019-11-06,2019-11-06,200-8,8,200,Ae. aegypti,male,marked,6,26.524711,-82.189493
A,2019-11-06,2019-11-06,200-8,8,200,Ae. aegypti,male,unmarked,7,26.524711,-82.189493
A,2019-11-06,2019-11-06,200-8,8,200,Ae. aegypti,female,unmarked,10,26.524711,-82.189493
A,2019-11-07,2019-11-06,200-8,8,200,Ae. aegypti,male,marked,2,26.524711,-82.189493
A,2019-11-07,2019-11-06,200-8,8,200,Ae. aegypti,female,unmarked,1,26.524711,-82.189493
A,2019-11-07,2019-11-06,200-8,8,200,Ae. aegypti,male,unmarked,1,26.524711,-82.189493
A,2019-11-09,2019-11-06,200-8,8,200,Ae. aegypti,female,unmarked,1,26.524711,-82.189493
A,2019-11-11,2019-11-06,200-8,8,200,Ae. aegypti,female,unmarked,1,26.524711,-82.189493
A,2019-11-07,2019-11-06,250-1,1,250,Ae. aegypti,female,unmarked,3,26.52385,-82.188171
A,2019-11-07,2019-11-06,250-1,1,250,Ae. aegypti,male,unmarked,3,26.52385,-82.188171
A,2019-11-08,2019-11-06,250-1,1,250,Ae. aegypti,female,unmarked,3,26.52385,-82.188171
A,2019-11-10,2019-11-06,250-1,1,250,Ae. aegypti,female,unmarked,1,26.52385,-82.188171
A,2019-11-11,2019-11-06,250-1,1,250,Ae. aegypti,female,unmarked,1,26.52385,-82.188171
A,2019-11-07,2019-11-06,250-2,2,250,Ae. aegypti,female,unmarked,1,26.522016,-82.188791
A,2019-11-07,2019-11-06,250-2,2,250,Ae. aegypti,male,unmarked,1,26.522016,-82.188791
A,2019-11-09,2019-11-06,250-2,2,250,Ae. aegypti,female,unmarked,2,26.522016,-82.188791
A,2019-11-09,2019-11-06,250-2,2,250,Ae. aegypti,male,unmarked,1,26.522016,-82.188791
A,2019-11-10,2019-11-06,250-2,2,250,Ae. aegypti,female,unmarked,2,26.522016,-82.188791
A,2019-11-10,2019-11-06,250-2,2,250,Ae. aegypti,male,unmarked,2,26.522016,-82.188791
A,2019-11-11,2019-11-06,250-2,2,250,Ae. aegypti,female,unmarked,2,26.522016,-82.188791
A,2019-11-08,2019-11-06,250-3,3,250,Ae. aegypti,male,marked,1,26.521488,-82.190202
A,2019-11-08,2019-11-06,250-3,3,250,Ae. aegypti,female,unmarked,1,26.521488,-82.190202
A,2019-11-11,2019-11-06,250-3,3,250,Ae. aegypti,female,unmarked,1,26.521488,-82.190202
A,2019-11-11,2019-11-06,250-3,3,250,Ae. aegypti,male,unmarked,1,26.521488,-82.190202
A,2019-11-06,2019-11-06,250-4,4,250,Ae. aegypti,male,marked,1,26.522002,-82.192305
A,2019-11-06,2019-11-06,250-4,4,250,Ae. aegypti,male,unmarked,2,26.522002,-82.192305
A,2019-11-06,2019-11-06,250-4,4,250,Ae. aegypti,female,unmarked,3,26.522002,-82.192305
A,2019-11-07,2019-11-06,250-4,4,250,Ae. aegypti,female,unmarked,2,26.522002,-82.192305
A,2019-11-08,2019-11-06,250-4,4,250,Ae. aegypti,female,unmarked,3,26.522002,-82.192305
A,2019-11-09,2019-11-06,250-4,4,250,Ae. aegypti,female,unmarked,3,26.522002,-82.192305
A,2019-11-10,2019-11-06,250-4,4,250,Ae. aegypti,male,marked,1,26.522002,-82.192305
A,2019-11-10,2019-11-06,250-4,4,250,Ae. aegypti,female,unmarked,3,26.522002,-82.192305
A,2019-11-10,2019-11-06,250-4,4,250,Ae. aegypti,male,unmarked,1,26.522002,-82.192305
A,2019-11-07,2019-11-06,250-5,5,250,Ae. aegypti,female,unmarked,2,26.523008,-82.193073
A,2019-11-08,2019-11-06,250-5,5,250,Ae. aegypti,female,unmarked,1,26.523008,-82.193073
A,2019-11-09,2019-11-06,250-5,5,250,Ae. aegypti,female,unmarked,1,26.523008,-82.193073
A,2019-11-10,2019-11-06,250-5,5,250,Ae. aegypti,female,unmarked,1,26.523008,-82.193073
A,2019-11-11,2019-11-06,250-5,5,250,Ae. aegypti,female,unmarked,2,26.523008,-82.193073
A,2019-11-06,2019-11-06,250-6,6,250,Ae. aegypti,male,marked,7,26.524585,-82.193011
A,2019-11-06,2019-11-06,250-6,6,250,Ae. aegypti,male,unmarked,1,26.524585,-82.193011
A,2019-11-06,2019-11-06,250-6,6,250,Ae. aegypti,female,unmarked,2,26.524585,-82.193011
A,2019-11-07,2019-11-06,250-6,6,250,Ae. aegypti,male,marked,4,26.524585,-82.193011
A,2019-11-07,2019-11-06,250-6,6,250,Ae. aegypti,female,unmarked,6,26.524585,-82.193011
A,2019-11-10,2019-11-06,250-6,6,250,Ae. aegypti,female,unmarked,4,26.524585,-82.193011
A,2019-11-10,2019-11-06,250-6,6,250,Ae. aegypti,male,unmarked,1,26.524585,-82.193011
A,2019-11-11,2019-11-06,250-6,6,250,Ae. aegypti,female,unmarked,1,26.524585,-82.193011
A,2019-11-11,2019-11-06,250-6,6,250,Ae. aegypti,male,unmarked,1,26.524585,-82.193011
A,2019-11-07,2019-11-06,250-7,7,250,Ae. aegypti,female,unmarked,2,26.525599,-82.192094
A,2019-11-08,2019-11-06,250-7,7,250,Ae. aegypti,female,unmarked,2,26.525599,-82.192094
A,2019-11-09,2019-11-06,250-7,7,250,Ae. aegypti,female,unmarked,2,26.525599,-82.192094
A,2019-11-10,2019-11-06,250-7,7,250,Ae. aegypti,female,unmarked,3,26.525599,-82.192094
A,2019-11-10,2019-11-06,250-7,7,250,Ae. aegypti,male,unmarked,1,26.525599,-82.192094
A,2019-11-11,2019-11-06,250-7,7,250,Ae. aegypti,female,unmarked,2,26.525599,-82.192094
A,2019-11-06,2019-11-06,250-8,8,250,Ae. aegypti,female,unmarked,3,26.525818,-82.190577
A,2019-11-07,2019-11-06,250-8,8,250,Ae. aegypti,female,unmarked,5,26.525818,-82.190577
A,2019-11-07,2019-11-06,250-8,8,250,Ae. aegypti,male,unmarked,1,26.525818,-82.190577
A,2019-11-08,2019-11-06,250-8,8,250,Ae. aegypti,female,unmarked,2,26.525818,-82.190577
A,2019-11-07,2019-11-06,300-1,1,300,Ae. aegypti,male,marked,1,26.521164,-82.189434
A,2019-11-11,2019-11-06,300-1,1,300,Ae. aegypti,female,unmarked,1,26.521164,-82.189434
A,2019-11-06,2019-11-06,300-2,2,300,Ae. aegypti,male,marked,1,26.521139,-82.191752
A,2019-11-06,2019-11-06,300-2,2,300,Ae. aegypti,female,unmarked,1,26.521139,-82.191752
A,2019-11-07,2019-11-06,300-2,2,300,Ae. aegypti,female,unmarked,3,26.521139,-82.191752
A,2019-11-08,2019-11-06,300-2,2,300,Ae. aegypti,male,unmarked,1,26.521139,-82.191752
A,2019-11-09,2019-11-06,300-2,2,300,Ae. aegypti,female,unmarked,3,26.521139,-82.191752
A,2019-11-10,2019-11-06,300-2,2,300,Ae. aegypti,female,unmarked,1,26.521139,-82.191752
A,2019-11-10,2019-11-06,300-2,2,300,Ae. aegypti,male,unmarked,1,26.521139,-82.191752
A,2019-11-11,2019-11-06,300-2,2,300,Ae. aegypti,female,unmarked,1,26.521139,-82.191752
A,2019-11-11,2019-11-06,300-2,2,300,Ae. aegypti,male,unmarked,1,26.521139,-82.191752
A,2019-11-06,2019-11-06,300-3,3,300,Ae. aegypti,male,unmarked,9,26.525544,-82.192901
A,2019-11-06,2019-11-06,300-3,3,300,Ae. aegypti,female,unmarked,11,26.525544,-82.192901
A,2019-11-07,2019-11-06,300-3,3,300,Ae. aegypti,female,unmarked,6,26.525544,-82.192901
A,2019-11-07,2019-11-06,300-3,3,300,Ae. aegypti,male,unmarked,8,26.525544,-82.192901
A,2019-11-08,2019-11-06,300-3,3,300,Ae. aegypti,female,unmarked,5,26.525544,-82.192901
A,2019-11-08,2019-11-06,300-3,3,300,Ae. aegypti,male,unmarked,1,26.525544,-82.192901
A,2019-11-09,2019-11-06,300-3,3,300,Ae. aegypti,female,unmarked,3,26.525544,-82.192901
A,2019-11-10,2019-11-06,300-3,3,300,Ae. aegypti,female,unmarked,6,26.525544,-82.192901
A,2019-11-10,2019-11-06,300-3,3,300,Ae. aegypti,male,unmarked,3,26.525544,-82.192901
A,2019-11-11,2019-11-06,300-3,3,300,Ae. aegypti,female,unmarked,4,26.525544,-82.192901
A,2019-11-11,2019-11-06,300-3,3,300,Ae. aegypti,male,unmarked,3,26.525544,-82.192901
A,2019-11-08,2019-11-06,300-4,4,300,Ae. aegypti,male,marked,1,26.526403,-82.190422
A,2019-11-08,2019-11-06,300-4,4,300,Ae. aegypti,female,unmarked,1,26.526403,-82.190422
A,2019-11-10,2019-11-06,300-4,4,300,Ae. aegypti,female,unmarked,3,26.526403,-82.190422
A,2019-11-07,2019-11-06,400-1,1,400,Ae. aegypti,female,unmarked,3,26.52025,-82.189502
A,2019-11-08,2019-11-06,400-1,1,400,Ae. aegypti,female,unmarked,2,26.52025,-82.189502
A,2019-11-10,2019-11-06,400-1,1,400,Ae. aegypti,female,unmarked,2,26.52025,-82.189502
A,2019-11-10,2019-11-06,400-1,1,400,Ae. aegypti,male,unmarked,3,26.52025,-82.189502
A,2019-11-07,2019-11-06,400-2,2,400,Ae. aegypti,female,unmarked,1,26.520143,-82.191568
A,2019-11-08,2019-11-06,400-2,2,400,Ae. aegypti,female,unmarked,1,26.520143,-82.191568
A,2019-11-08,2019-11-06,400-2,2,400,Ae. aegypti,male,unmarked,1,26.520143,-82.191568
A,2019-11-09,2019-11-06,400-2,2,400,Ae. aegypti,female,unmarked,1,26.520143,-82.191568
A,2019-11-10,2019-11-06,400-2,2,400,Ae. aegypti,female,unmarked,1,26.520143,-82.191568
A,2019-11-10,2019-11-06,400-2,2,400,Ae. aegypti,male,unmarked,1,26.520143,-82.191568
A,2019-11-10,2019-11-06,400-3,3,400,Ae. aegypti,female,unmarked,1,26.527473,-82.191357
A,2019-11-06,2019-11-06,400-4,4,400,Ae. aegypti,male,marked,1,26.527186,-82.189339
A,2019-11-06,2019-11-06,50-1,1,50,Ae. aegypti,male,marked,8,26.523684,-82.190193
A,2019-11-06,2019-11-06,50-1,1,50,Ae. aegypti,female,marked,2,26.523684,-82.190193
A,2019-11-07,2019-11-06,50-1,1,50,Ae. aegypti,male,marked,1,26.523684,-82.190193
A,2019-11-10,2019-11-06,50-1,1,50,Ae. aegypti,male,unmarked,1,26.523684,-82.190193
A,2019-11-11,2019-11-06,50-1,1,50,Ae. aegypti,female,unmarked,1,26.523684,-82.190193
A,2019-11-06,2019-11-06,50-2,2,50,Ae. aegypti,male,marked,29,26.523046,-82.190758
A,2019-11-06,2019-11-06,50-2,2,50,Ae. aegypti,male,unmarked,4,26.523046,-82.190758
A,2019-11-06,2019-11-06,50-2,2,50,Ae. aegypti,female,unmarked,5,26.523046,-82.190758
A,2019-11-07,2019-11-06,50-2,2,50,Ae. aegypti,female,marked,3,26.523046,-82.190758
A,2019-11-07,2019-11-06,50-2,2,50,Ae. aegypti,male,marked,33,26.523046,-82.190758
A,2019-11-07,2019-11-06,50-2,2,50,Ae. aegypti,female,unmarked,2,26.523046,-82.190758
A,2019-11-07,2019-11-06,50-2,2,50,Ae. aegypti,male,unmarked,5,26.523046,-82.190758
A,2019-11-08,2019-11-06,50-2,2,50,Ae. aegypti,male,marked,7,26.523046,-82.190758
A,2019-11-08,2019-11-06,50-2,2,50,Ae. aegypti,female,unmarked,6,26.523046,-82.190758
A,2019-11-08,2019-11-06,50-2,2,50,Ae. aegypti,male,unmarked,14,26.523046,-82.190758
A,2019-11-09,2019-11-06,50-2,2,50,Ae. aegypti,female,unmarked,6,26.523046,-82.190758
A,2019-11-09,2019-11-06,50-2,2,50,Ae. aegypti,male,unmarked,6,26.523046,-82.190758
A,2019-11-10,2019-11-06,50-2,2,50,Ae. aegypti,female,unmarked,6,26.523046,-82.190758
A,2019-11-10,2019-11-06,50-2,2,50,Ae. aegypti,male,unmarked,1,26.523046,-82.190758
A,2019-11-11,2019-11-06,50-2,2,50,Ae. aegypti,male,marked,3,26.523046,-82.190758
A,2019-11-11,2019-11-06,50-2,2,50,Ae. aegypti,female,unmarked,4,26.523046,-82.190758
A,2019-11-11,2019-11-06,50-2,2,50,Ae. aegypti,male,unmarked,2,26.523046,-82.190758
A,2019-11-06,2019-11-06,50-3,3,50,Ae. aegypti,female,marked,4,26.523709,-82.191221
A,2019-11-06,2019-11-06,50-3,3,50,Ae. aegypti,male,marked,15,26.523709,-82.191221
A,2019-11-06,2019-11-06,50-3,3,50,Ae. aegypti,female,unmarked,6,26.523709,-82.191221
A,2019-11-06,2019-11-06,50-3,3,50,Ae. aegypti,male,unmarked,2,26.523709,-82.191221
A,2019-11-07,2019-11-06,50-3,3,50,Ae. aegypti,male,marked,10,26.523709,-82.191221
A,2019-11-07,2019-11-06,50-3,3,50,Ae. aegypti,female,unmarked,6,26.523709,-82.191221
A,2019-11-07,2019-11-06,50-3,3,50,Ae. aegypti,male,unmarked,4,26.523709,-82.191221
A,2019-11-08,2019-11-06,50-3,3,50,Ae. aegypti,male,marked,3,26.523709,-82.191221
A,2019-11-08,2019-11-06,50-3,3,50,Ae. aegypti,female,unmarked,4,26.523709,-82.191221
A,2019-11-11,2019-11-06,50-3,3,50,Ae. aegypti,male,marked,1,26.523709,-82.191221
A,2019-11-11,2019-11-06,50-3,3,50,Ae. aegypti,female,unmarked,8,26.523709,-82.191221
A,2019-11-11,2019-11-06,50-3,3,50,Ae. aegypti,male,unmarked,3,26.523709,-82.191221
