round,date,release,trap_ID,sample,distance,species,gender,marking_status,n_adults,lat,long
C1,2020-05-25,2020-05-22,100-6,6,100,Ae. aegypti,female,unmarked,3,26.524506,-82.190228
C1,2020-05-25,2020-05-22,100-6,6,100,Ae. aegypti,male,unmarked,2,26.524506,-82.190228
C1,2020-05-22,2020-05-22,100-6,6,100,Ae. aegypti,female,unmarked,2,26.524506,-82.190228
C1,2020-05-30,2020-05-22,100-6,6,100,Ae. aegypti,male,unmarked,2,26.524506,-82.190228
C1,2020-05-30,2020-05-22,100-6,6,100,Ae. aegypti,female,unmarked,3,26.524506,-82.190228
C1,2020-05-27,2020-05-22,100-6,6,100,Ae. aegypti,female,unmarked,7,26.524506,-82.190228
C1,2020-05-29,2020-05-22,100-6,6,100,Ae. aegypti,male,unmarked,13,26.524506,-82.190228
C1,2020-05-29,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,12,26.523753,-82.189125
C1,2020-05-23,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,7,26.523753,-82.189125
C1,2020-05-29,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,12,26.523753,-82.189125
C1,2020-05-23,2020-05-22,150-1,1,150,Ae. aegypti,male,marked,4,26.523753,-82.189125
C1,2020-05-23,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,1,26.523753,-82.189125
C1,2020-05-28,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,15,26.523753,-82.189125
C1,2020-05-26,2020-05-22,150-1,1,150,Ae. aegypti,male,marked,3,26.523753,-82.189125
C1,2020-05-26,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,6,26.523753,-82.189125
C1,2020-05-24,2020-05-22,150-1,1,150,Ae. aegypti,female,marked,1,26.523753,-82.189125
C1,2020-05-24,2020-05-22,150-1,1,150,Ae. aegypti,male,marked,4,26.523753,-82.189125
C1,2020-05-30,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,26,26.523753,-82.189125
C1,2020-05-26,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,14,26.523753,-82.189125
C1,2020-05-25,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,17,26.523753,-82.189125
C1,2020-05-25,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,5,26.523753,-82.189125
C1,2020-05-27,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,21,26.523753,-82.189125
C1,2020-05-25,2020-05-22,150-1,1,150,Ae. aegypti,male,marked,6,26.523753,-82.189125
C1,2020-05-27,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,25,26.523753,-82.189125
C1,2020-05-27,2020-05-22,150-1,1,150,Ae. aegypti,male,marked,4,26.523753,-82.189125
C1,2020-06-01,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,21,26.523753,-82.189125
C1,2020-05-30,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,25,26.523753,-82.189125
C1,2020-05-24,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,5,26.523753,-82.189125
C1,2020-05-22,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,5,26.523753,-82.189125
C1,2020-05-22,2020-05-22,150-1,1,150,Ae. aegypti,male,marked,2,26.523753,-82.189125
C1,2020-05-31,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,26,26.523753,-82.189125
C1,2020-05-31,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,42,26.523753,-82.189125
C1,2020-06-01,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,38,26.523753,-82.189125
C1,2020-05-28,2020-05-22,150-1,1,150,Ae. aegypti,male,marked,1,26.523753,-82.189125
C1,2020-05-28,2020-05-22,150-1,1,150,Ae. aegypti,male,unmarked,18,26.523753,-82.189125
C1,2020-05-24,2020-05-22,150-1,1,150,Ae. aegypti,female,unmarked,6,26.523753,-82.189125
C1,2020-05-26,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,49,26.522667,-82.189552
C1,2020-05-26,2020-05-22,150-2,2,150,Ae. aegypti,male,marked,1,26.522667,-82.189552
C1,2020-05-27,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,70,26.522667,-82.189552
C1,2020-05-27,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,64,26.522667,-82.189552
C1,2020-05-26,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,35,26.522667,-82.189552
C1,2020-05-22,2020-05-22,150-2,2,150,Ae. aegypti,male,marked,1,26.522667,-82.189552
C1,2020-05-22,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,5,26.522667,-82.189552
C1,2020-06-01,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,52,26.522667,-82.189552
C1,2020-06-01,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,74,26.522667,-82.189552
C1,2020-05-22,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,7,26.522667,-82.189552
C1,2020-05-31,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,20,26.522667,-82.189552
C1,2020-05-31,2020-05-22,150-2,2,150,Ae. aegypti,male,marked,1,26.522667,-82.189552
C1,2020-05-23,2020-05-22,150-2,2,150,Ae. aegypti,male,marked,11,26.522667,-82.189552
C1,2020-05-23,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,28,26.522667,-82.189552
C1,2020-05-23,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,34,26.522667,-82.189552
C1,2020-05-31,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,41,26.522667,-82.189552
C1,2020-05-29,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,67,26.522667,-82.189552
C1,2020-05-25,2020-05-22,150-2,2,150,Ae. aegypti,male,marked,8,26.522667,-82.189552
C1,2020-05-25,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,30,26.522667,-82.189552
C1,2020-05-25,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,41,26.522667,-82.189552
C1,2020-05-27,2020-05-22,150-2,2,150,Ae. aegypti,male,marked,7,26.522667,-82.189552
C1,2020-05-30,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,24,26.522667,-82.189552
C1,2020-05-30,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,48,26.522667,-82.189552
C1,2020-05-29,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,51,26.522667,-82.189552
C1,2020-05-24,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,32,26.522667,-82.189552
C1,2020-05-24,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,26,26.522667,-82.189552
C1,2020-05-24,2020-05-22,150-2,2,150,Ae. aegypti,male,marked,7,26.522667,-82.189552
C1,2020-05-28,2020-05-22,150-2,2,150,Ae. aegypti,male,unmarked,81,26.522667,-82.189552
C1,2020-05-28,2020-05-22,150-2,2,150,Ae. aegypti,female,unmarked,42,26.522667,-82.189552
C1,2020-06-01,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,17,26.522328,-82.190635
C1,2020-05-26,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,4,26.522328,-82.190635
C1,2020-05-26,2020-05-22,150-3,3,150,Ae. aegypti,male,marked,1,26.522328,-82.190635
C1,2020-05-23,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,17,26.522328,-82.190635
C1,2020-05-24,2020-05-22,150-3,3,150,Ae. aegypti,male,marked,1,26.522328,-82.190635
C1,2020-05-24,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,1,26.522328,-82.190635
C1,2020-05-23,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,1,26.522328,-82.190635
C1,2020-05-28,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,39,26.522328,-82.190635
C1,2020-05-29,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,34,26.522328,-82.190635
C1,2020-05-30,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,28,26.522328,-82.190635
C1,2020-05-23,2020-05-22,150-3,3,150,Ae. aegypti,male,marked,2,26.522328,-82.190635
C1,2020-05-30,2020-05-22,150-3,3,150,Ae. aegypti,male,marked,1,26.522328,-82.190635
C1,2020-05-26,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,8,26.522328,-82.190635
C1,2020-06-01,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,4,26.522328,-82.190635
C1,2020-05-30,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,65,26.522328,-82.190635
C1,2020-05-22,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,1,26.522328,-82.190635
C1,2020-05-22,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,6,26.522328,-82.190635
C1,2020-05-31,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,3,26.522328,-82.190635
C1,2020-05-31,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,2,26.522328,-82.190635
C1,2020-05-24,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,7,26.522328,-82.190635
C1,2020-05-25,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,18,26.522328,-82.190635
C1,2020-05-25,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,15,26.522328,-82.190635
C1,2020-05-25,2020-05-22,150-3,3,150,Ae. aegypti,male,marked,5,26.522328,-82.190635
C1,2020-05-28,2020-05-22,150-3,3,150,Ae. aegypti,male,marked,1,26.522328,-82.190635
C1,2020-05-28,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,27,26.522328,-82.190635
C1,2020-05-29,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,54,26.522328,-82.190635
C1,2020-05-27,2020-05-22,150-3,3,150,Ae. aegypti,male,unmarked,26,26.522328,-82.190635
C1,2020-05-27,2020-05-22,150-3,3,150,Ae. aegypti,female,unmarked,20,26.522328,-82.190635
C1,2020-05-27,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,55,26.523085,-82.192055
C1,2020-05-28,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,6,26.523085,-82.192055
C1,2020-05-31,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,22,26.523085,-82.192055
C1,2020-05-24,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,17,26.523085,-82.192055
C1,2020-05-24,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,6,26.523085,-82.192055
C1,2020-05-22,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,1,26.523085,-82.192055
C1,2020-05-28,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,31,26.523085,-82.192055
C1,2020-05-28,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,37,26.523085,-82.192055
C1,2020-05-30,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,26,26.523085,-82.192055
C1,2020-05-22,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,8,26.523085,-82.192055
C1,2020-05-31,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,14,26.523085,-82.192055
C1,2020-05-24,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,12,26.523085,-82.192055
C1,2020-05-27,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,8,26.523085,-82.192055
C1,2020-06-01,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,1,26.523085,-82.192055
C1,2020-06-01,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,44,26.523085,-82.192055
C1,2020-06-01,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,28,26.523085,-82.192055
C1,2020-05-26,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,13,26.523085,-82.192055
C1,2020-05-30,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,1,26.523085,-82.192055
C1,2020-05-29,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,3,26.523085,-82.192055
C1,2020-05-30,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,18,26.523085,-82.192055
C1,2020-05-23,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,3,26.523085,-82.192055
C1,2020-05-22,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,2,26.523085,-82.192055
C1,2020-05-29,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,29,26.523085,-82.192055
C1,2020-05-25,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,26,26.523085,-82.192055
C1,2020-05-29,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,46,26.523085,-82.192055
C1,2020-05-27,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,42,26.523085,-82.192055
C1,2020-05-25,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,33,26.523085,-82.192055
C1,2020-05-25,2020-05-22,150-4,4,150,Ae. aegypti,male,marked,27,26.523085,-82.192055
C1,2020-05-23,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,1,26.523085,-82.192055
C1,2020-05-26,2020-05-22,150-4,4,150,Ae. aegypti,female,unmarked,29,26.523085,-82.192055
C1,2020-05-26,2020-05-22,150-4,4,150,Ae. aegypti,male,unmarked,28,26.523085,-82.192055
C1,2020-06-01,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,7,26.524436,-82.191941
C1,2020-05-29,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,5,26.524436,-82.191941
C1,2020-05-23,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,2,26.524436,-82.191941
C1,2020-05-23,2020-05-22,150-5,5,150,Ae. aegypti,male,marked,9,26.524436,-82.191941
C1,2020-05-23,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,12,26.524436,-82.191941
C1,2020-05-29,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,22,26.524436,-82.191941
C1,2020-05-22,2020-05-22,150-5,5,150,Ae. aegypti,male,marked,2,26.524436,-82.191941
C1,2020-05-28,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,5,26.524436,-82.191941
C1,2020-05-31,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,2,26.524436,-82.191941
C1,2020-06-01,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,8,26.524436,-82.191941
C1,2020-05-24,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,3,26.524436,-82.191941
C1,2020-05-30,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,3,26.524436,-82.191941
C1,2020-05-27,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,8,26.524436,-82.191941
C1,2020-05-26,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,16,26.524436,-82.191941
C1,2020-05-26,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,5,26.524436,-82.191941
C1,2020-05-28,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,11,26.524436,-82.191941
C1,2020-05-27,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,30,26.524436,-82.191941
C1,2020-05-22,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,1,26.524436,-82.191941
C1,2020-05-31,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,3,26.524436,-82.191941
C1,2020-05-25,2020-05-22,150-5,5,150,Ae. aegypti,male,marked,3,26.524436,-82.191941
C1,2020-05-25,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,8,26.524436,-82.191941
C1,2020-05-25,2020-05-22,150-5,5,150,Ae. aegypti,female,unmarked,5,26.524436,-82.191941
C1,2020-05-27,2020-05-22,150-5,5,150,Ae. aegypti,male,marked,3,26.524436,-82.191941
C1,2020-05-24,2020-05-22,150-5,5,150,Ae. aegypti,male,unmarked,2,26.524436,-82.191941
C1,2020-05-28,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,1,26.525009,-82.1902
C1,2020-05-24,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,7,26.525009,-82.1902
C1,2020-05-28,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,10,26.525009,-82.1902
C1,2020-05-28,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,9,26.525009,-82.1902
C1,2020-05-22,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,1,26.525009,-82.1902
C1,2020-05-22,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,5,26.525009,-82.1902
C1,2020-05-24,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,3,26.525009,-82.1902
C1,2020-06-01,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,15,26.525009,-82.1902
C1,2020-05-29,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,3,26.525009,-82.1902
C1,2020-05-29,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,8,26.525009,-82.1902
C1,2020-05-29,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,2,26.525009,-82.1902
C1,2020-05-24,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,3,26.525009,-82.1902
C1,2020-06-01,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,10,26.525009,-82.1902
C1,2020-05-26,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,18,26.525009,-82.1902
C1,2020-05-27,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,10,26.525009,-82.1902
C1,2020-05-27,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,30,26.525009,-82.1902
C1,2020-05-26,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,3,26.525009,-82.1902
C1,2020-05-27,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,1,26.525009,-82.1902
C1,2020-05-31,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,2,26.525009,-82.1902
C1,2020-05-23,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,39,26.525009,-82.1902
C1,2020-05-23,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,4,26.525009,-82.1902
C1,2020-05-23,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,4,26.525009,-82.1902
C1,2020-05-26,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,7,26.525009,-82.1902
C1,2020-05-31,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,20,26.525009,-82.1902
C1,2020-05-30,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,1,26.525009,-82.1902
C1,2020-05-25,2020-05-22,150-6,6,150,Ae. aegypti,male,marked,6,26.525009,-82.1902
C1,2020-05-25,2020-05-22,150-6,6,150,Ae. aegypti,male,unmarked,17,26.525009,-82.1902
C1,2020-05-25,2020-05-22,150-6,6,150,Ae. aegypti,female,unmarked,7,26.525009,-82.1902
C1,2020-05-27,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,34,26.52381,-82.188582
C1,2020-05-30,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,22,26.52381,-82.188582
C1,2020-05-29,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,5,26.52381,-82.188582
C1,2020-05-30,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,12,26.52381,-82.188582
C1,2020-05-25,2020-05-22,200-1,1,200,Ae. aegypti,male,marked,4,26.52381,-82.188582
C1,2020-05-25,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,4,26.52381,-82.188582
C1,2020-05-27,2020-05-22,200-1,1,200,Ae. aegypti,male,marked,5,26.52381,-82.188582
C1,2020-05-25,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,1,26.52381,-82.188582
C1,2020-05-29,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,9,26.52381,-82.188582
C1,2020-05-31,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,7,26.52381,-82.188582
C1,2020-06-01,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,6,26.52381,-82.188582
C1,2020-05-26,2020-05-22,200-1,1,200,Ae. aegypti,male,marked,1,26.52381,-82.188582
C1,2020-05-31,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,6,26.52381,-82.188582
C1,2020-05-26,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,9,26.52381,-82.188582
C1,2020-05-26,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,2,26.52381,-82.188582
C1,2020-05-23,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,1,26.52381,-82.188582
C1,2020-05-23,2020-05-22,200-1,1,200,Ae. aegypti,male,marked,1,26.52381,-82.188582
C1,2020-05-27,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,5,26.52381,-82.188582
C1,2020-05-28,2020-05-22,200-1,1,200,Ae. aegypti,male,unmarked,1,26.52381,-82.188582
C1,2020-06-01,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,11,26.52381,-82.188582
C1,2020-05-23,2020-05-22,200-1,1,200,Ae. aegypti,female,unmarked,2,26.52381,-82.188582
C1,2020-05-28,2020-05-22,200-2,2,200,Ae. aegypti,male,unmarked,7,26.522648,-82.188859
C1,2020-05-23,2020-05-22,200-2,2,200,Ae. aegypti,male,marked,1,26.522648,-82.188859
C1,2020-05-23,2020-05-22,200-2,2,200,Ae. aegypti,male,unmarked,1,26.522648,-82.188859
C1,2020-05-28,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,14,26.522648,-82.188859
C1,2020-05-23,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,6,26.522648,-82.188859
C1,2020-05-31,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,12,26.522648,-82.188859
C1,2020-05-26,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,4,26.522648,-82.188859
C1,2020-05-24,2020-05-22,200-2,2,200,Ae. aegypti,male,unmarked,2,26.522648,-82.188859
C1,2020-05-24,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,4,26.522648,-82.188859
C1,2020-06-01,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,18,26.522648,-82.188859
C1,2020-05-27,2020-05-22,200-2,2,200,Ae. aegypti,male,unmarked,4,26.522648,-82.188859
C1,2020-05-29,2020-05-22,200-2,2,200,Ae. aegypti,male,unmarked,1,26.522648,-82.188859
C1,2020-05-29,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,7,26.522648,-82.188859
C1,2020-05-29,2020-05-22,200-2,2,200,Ae. aegypti,male,marked,1,26.522648,-82.188859
C1,2020-05-30,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,5,26.522648,-82.188859
C1,2020-05-25,2020-05-22,200-2,2,200,Ae. aegypti,male,marked,1,26.522648,-82.188859
C1,2020-05-25,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,11,26.522648,-82.188859
C1,2020-06-01,2020-05-22,200-2,2,200,Ae. aegypti,male,unmarked,4,26.522648,-82.188859
C1,2020-05-27,2020-05-22,200-2,2,200,Ae. aegypti,female,unmarked,8,26.522648,-82.188859
C1,2020-05-26,2020-05-22,200-2,2,200,Ae. aegypti,male,unmarked,4,26.522648,-82.188859
C1,2020-05-25,2020-05-22,200-3,3,200,Ae. aegypti,male,marked,2,26.521968,-82.190824
C1,2020-05-25,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,9,26.521968,-82.190824
C1,2020-05-26,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,8,26.521968,-82.190824
C1,2020-05-27,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,14,26.521968,-82.190824
C1,2020-05-25,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,21,26.521968,-82.190824
C1,2020-05-30,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,4,26.521968,-82.190824
C1,2020-05-23,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,9,26.521968,-82.190824
C1,2020-05-30,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,7,26.521968,-82.190824
C1,2020-05-24,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,3,26.521968,-82.190824
C1,2020-05-23,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,1,26.521968,-82.190824
C1,2020-05-26,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,3,26.521968,-82.190824
C1,2020-06-01,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,11,26.521968,-82.190824
C1,2020-05-27,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,9,26.521968,-82.190824
C1,2020-05-31,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,32,26.521968,-82.190824
C1,2020-05-24,2020-05-22,200-3,3,200,Ae. aegypti,male,marked,1,26.521968,-82.190824
C1,2020-05-28,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,16,26.521968,-82.190824
C1,2020-05-28,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,12,26.521968,-82.190824
C1,2020-06-01,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,4,26.521968,-82.190824
C1,2020-05-24,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,1,26.521968,-82.190824
C1,2020-05-27,2020-05-22,200-3,3,200,Ae. aegypti,male,marked,1,26.521968,-82.190824
C1,2020-05-22,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,2,26.521968,-82.190824
C1,2020-05-29,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,11,26.521968,-82.190824
C1,2020-05-31,2020-05-22,200-3,3,200,Ae. aegypti,male,unmarked,9,26.521968,-82.190824
C1,2020-05-29,2020-05-22,200-3,3,200,Ae. aegypti,female,unmarked,22,26.521968,-82.190824
C1,2020-05-30,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,3,26.522454,-82.192159
C1,2020-05-29,2020-05-22,200-4,4,200,Ae. aegypti,female,unmarked,21,26.522454,-82.192159
C1,2020-06-01,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,20,26.522454,-82.192159
C1,2020-05-29,2020-05-22,200-4,4,200,Ae. aegypti,male,marked,1,26.522454,-82.192159
C1,2020-05-29,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,26,26.522454,-82.192159
C1,2020-05-30,2020-05-22,200-4,4,200,Ae. aegypti,female,unmarked,10,26.522454,-82.192159
C1,2020-06-01,2020-05-22,200-4,4,200,Ae. aegypti,female,unmarked,35,26.522454,-82.192159
C1,2020-05-22,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,2,26.522454,-82.192159
C1,2020-05-23,2020-05-22,200-4,4,200,Ae. aegypti,male,marked,15,26.522454,-82.192159
C1,2020-05-26,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,9,26.522454,-82.192159
C1,2020-05-31,2020-05-22,200-4,4,200,Ae. aegypti,female,unmarked,22,26.522454,-82.192159
C1,2020-05-31,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,7,26.522454,-82.192159
C1,2020-05-25,2020-05-22,200-4,4,200,Ae. aegypti,female,unmarked,10,26.522454,-82.192159
C1,2020-05-25,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,3,26.522454,-82.192159
C1,2020-05-25,2020-05-22,200-4,4,200,Ae. aegypti,male,marked,9,26.522454,-82.192159
C1,2020-05-27,2020-05-22,200-4,4,200,Ae. aegypti,male,marked,2,26.522454,-82.192159
C1,2020-05-27,2020-05-22,200-4,4,200,Ae. aegypti,male,unmarked,17,26.522454,-82.192159
C1,2020-05-26,2020-05-22,200-4,4,200,Ae. aegypti,female,unmarked,8,26.522454,-82.192159
C1,2020-05-22,2020-05-22,200-4,4,200,Ae. aegypti,female,unmarked,7,26.522454,-82.192159
