,ID,SIT.BG.Traps,date_collection,date_release,sex,species,source,trap,number,days,treatment,lat.r,lon.r,lat.t,lon.t,distance
3339,wild 10,Ae. aegypti - Male,8/2/2018,7/24/2018,male,Ae. Aegypti,wild,10,0,9,wild,0,0,0,0,0
3348,wild 10,Ae. taen.,8/2/2018,7/24/2018,male,Ae. taen.,wild,10,0,9,wild,0,0,0,0,0
3349,wild 10,Ae. vexans,8/2/2018,7/24/2018,male,Ae. vexans,wild,10,0,9,wild,0,0,0,0,0
3350,wild 10,An. bradleyi,8/2/2018,7/24/2018,male,An. bradleyi,wild,10,0,9,wild,0,0,0,0,0
3351,wild 10,An. crucians,8/2/2018,7/24/2018,male,An. crucians,wild,10,0,9,wild,0,0,0,0,0
3352,wild 10,An. perplexans,8/2/2018,7/24/2018,male,An. perplexans,wild,10,0,9,wild,0,0,0,0,0
3353,wild 10,An. punctipennis,8/2/2018,7/24/2018,male,An. punctipennis,wild,10,0,9,wild,0,0,0,0,0
3354,wild 10,An. quad.,8/2/2018,7/24/2018,male,An. quad.,wild,10,0,9,wild,0,0,0,0,0
3355,wild 10,An. walkeri,8/2/2018,7/24/2018,male,An. walkeri,wild,10,0,9,wild,0,0,0,0,0
3356,wild 10,Cq. perturbans,8/2/2018,7/24/2018,male,Cq. perturbans,wild,10,0,9,wild,0,0,0,0,0
3357,wild 10,Cs inornata,8/2/2018,7/24/2018,male,Cs inornata,wild,10,0,9,wild,0,0,0,0,0
3358,wild 10,Cs. melanura,8/2/2018,7/24/2018,male,Cs. melanura,wild,10,0,9,wild,0,0,0,0,0
3359,wild 10,Cx corronator,8/2/2018,7/24/2018,male,Cx corronator,wild,10,0,9,wild,0,0,0,0,0
3360,wild 10,Cx. erraticus,8/2/2018,7/24/2018,male,Cx. erraticus,wild,10,0,9,wild,0,0,0,0,0
3361,wild 10,Cx. nigripalpus,8/2/2018,7/24/2018,male,Cx. nigripalpus,wild,10,0,9,wild,0,0,0,0,0
3362,wild 10,Cx. quinque.,8/2/2018,7/24/2018,male,Cx. quinque.,wild,10,2,9,wild,0,0,0,0,0
3363,wild 10,Cx. restuans,8/2/2018,7/24/2018,male,Cx. restuans,wild,10,0,9,wild,0,0,0,0,0
3364,wild 10,Cx. salinarius,8/2/2018,7/24/2018,male,Cx. salinarius,wild,10,0,9,wild,0,0,0,0,0
3365,wild 10,Ms. titillans,8/2/2018,7/24/2018,male,Ms. titillans,wild,10,0,9,wild,0,0,0,0,0
3366,wild 10,Or. signifera,8/2/2018,7/24/2018,male,Or. signifera,wild,10,0,9,wild,0,0,0,0,0
3367,wild 10,Ps. ciliata,8/2/2018,7/24/2018,male,Ps. ciliata,wild,10,0,9,wild,0,0,0,0,0
3368,wild 10,Ps. columbiae,8/2/2018,7/24/2018,male,Ps. columbiae,wild,10,0,9,wild,0,0,0,0,0
3369,wild 10,Ps. cyanescens,8/2/2018,7/24/2018,male,Ps. cyanescens,wild,10,0,9,wild,0,0,0,0,0
3370,wild 10,Ps. ferox,8/2/2018,7/24/2018,male,Ps. ferox,wild,10,0,9,wild,0,0,0,0,0
3371,wild 10,Ps. howardii,8/2/2018,7/24/2018,male,Ps. howardii,wild,10,0,9,wild,0,0,0,0,0
3372,wild 10,Ur. lowwi,8/2/2018,7/24/2018,male,Ur. lowwi,wild,10,0,9,wild,0,0,0,0,0
3373,wild 10,Ur. sappharina,8/2/2018,7/24/2018,male,Ur. sapphirina,wild,10,0,9,wild,0,0,0,0,0
3374,wild 10,Tx. rutilus,8/2/2018,7/24/2018,male,Tx.rutilis,wild,10,0,9,wild,0,0,0,0,0
3375,wild 10,Wy. mitchelli,8/2/2018,7/24/2018,male,Wy. Mitchelli,wild,10,0,9,wild,0,0,0,0,0
3376,wild 10,Ae. albopictus-Female,8/7/2018,7/24/2018,female,Ae. Albopictus,wild,10,0,14,wild,0,0,0,0,0
3377,wild 10,Ae. albopictus-Male,8/7/2018,7/24/2018,male,Ae. Albopictus,wild,10,0,14,wild,0,0,0,0,0
3378,wild 10,Ae. aegypti - Female,8/7/2018,7/24/2018,female,Ae. Aegypti,wild,10,4,14,wild,0,0,0,0,0
3379,wild 10,Ae. aegypti - Male,8/7/2018,7/24/2018,male,Ae. Aegypti,wild,10,1,14,wild,0,0,0,0,0
3388,wild 10,Ae. taen.,8/7/2018,7/24/2018,male,Ae. taen.,wild,10,0,14,wild,0,0,0,0,0
3389,wild 10,Ae. vexans,8/7/2018,7/24/2018,male,Ae. vexans,wild,10,0,14,wild,0,0,0,0,0
3390,wild 10,An. bradleyi,8/7/2018,7/24/2018,male,An. bradleyi,wild,10,0,14,wild,0,0,0,0,0
3391,wild 10,An. crucians,8/7/2018,7/24/2018,male,An. crucians,wild,10,0,14,wild,0,0,0,0,0
3392,wild 10,An. perplexans,8/7/2018,7/24/2018,male,An. perplexans,wild,10,0,14,wild,0,0,0,0,0
3393,wild 10,An. punctipennis,8/7/2018,7/24/2018,male,An. punctipennis,wild,10,0,14,wild,0,0,0,0,0
3394,wild 10,An. quad.,8/7/2018,7/24/2018,male,An. quad.,wild,10,0,14,wild,0,0,0,0,0
3395,wild 10,An. walkeri,8/7/2018,7/24/2018,male,An. walkeri,wild,10,0,14,wild,0,0,0,0,0
3396,wild 10,Cq. perturbans,8/7/2018,7/24/2018,male,Cq. perturbans,wild,10,0,14,wild,0,0,0,0,0
3397,wild 10,Cs inornata,8/7/2018,7/24/2018,male,Cs inornata,wild,10,0,14,wild,0,0,0,0,0
3398,wild 10,Cs. melanura,8/7/2018,7/24/2018,male,Cs. melanura,wild,10,0,14,wild,0,0,0,0,0
3399,wild 10,Cx corronator,8/7/2018,7/24/2018,male,Cx corronator,wild,10,0,14,wild,0,0,0,0,0
3400,wild 10,Cx. erraticus,8/7/2018,7/24/2018,male,Cx. erraticus,wild,10,0,14,wild,0,0,0,0,0
3401,wild 10,Cx. nigripalpus,8/7/2018,7/24/2018,male,Cx. nigripalpus,wild,10,1,14,wild,0,0,0,0,0
3402,wild 10,Cx. quinque.,8/7/2018,7/24/2018,male,Cx. quinque.,wild,10,3,14,wild,0,0,0,0,0
3403,wild 10,Cx. restuans,8/7/2018,7/24/2018,male,Cx. restuans,wild,10,0,14,wild,0,0,0,0,0
3404,wild 10,Cx. salinarius,8/7/2018,7/24/2018,male,Cx. salinarius,wild,10,0,14,wild,0,0,0,0,0
3405,wild 10,Ms. titillans,8/7/2018,7/24/2018,male,Ms. titillans,wild,10,0,14,wild,0,0,0,0,0
3406,wild 10,Or. signifera,8/7/2018,7/24/2018,male,Or. signifera,wild,10,0,14,wild,0,0,0,0,0
3407,wild 10,Ps. ciliata,8/7/2018,7/24/2018,male,Ps. ciliata,wild,10,0,14,wild,0,0,0,0,0
3408,wild 10,Ps. columbiae,8/7/2018,7/24/2018,male,Ps. columbiae,wild,10,0,14,wild,0,0,0,0,0
3409,wild 10,Ps. cyanescens,8/7/2018,7/24/2018,male,Ps. cyanescens,wild,10,0,14,wild,0,0,0,0,0
3410,wild 10,Ps. ferox,8/7/2018,7/24/2018,male,Ps. ferox,wild,10,0,14,wild,0,0,0,0,0
3411,wild 10,Ps. howardii,8/7/2018,7/24/2018,male,Ps. howardii,wild,10,0,14,wild,0,0,0,0,0
3412,wild 10,Ur. lowwi,8/7/2018,7/24/2018,male,Ur. lowwi,wild,10,0,14,wild,0,0,0,0,0
3413,wild 10,Ur. sappharina,8/7/2018,7/24/2018,male,Ur. sapphirina,wild,10,0,14,wild,0,0,0,0,0
3414,wild 10,Tx. rutilus,8/7/2018,7/24/2018,male,Tx.rutilis,wild,10,0,14,wild,0,0,0,0,0
3415,wild 10,Wy. mitchelli,8/7/2018,7/24/2018,male,Wy. Mitchelli,wild,10,0,14,wild,0,0,0,0,0
4120,wild 11,Ae. atlanticus,7/25/2018,7/24/2018,male,Ae. Atlanticus,wild,11,0,1,wild,0,0,0,0,0
4121,wild 11,Ae. infirmatus,7/25/2018,7/24/2018,male,Ae. infirmatus,wild,11,0,1,wild,0,0,0,0,0
4122,wild 11,Ae. mitchellae,7/25/2018,7/24/2018,male,Ae. mitchellae,wild,11,0,1,wild,0,0,0,0,0
4123,wild 11,Ae. sollicitans,7/25/2018,7/24/2018,male,Ae. sollicitans,wild,11,0,1,wild,0,0,0,0,0
4160,wild 11,Ae. atlanticus,7/27/2018,7/24/2018,male,Ae. Atlanticus,wild,11,0,3,wild,0,0,0,0,0
4161,wild 11,Ae. infirmatus,7/27/2018,7/24/2018,male,Ae. infirmatus,wild,11,0,3,wild,0,0,0,0,0
4162,wild 11,Ae. mitchellae,7/27/2018,7/24/2018,male,Ae. mitchellae,wild,11,0,3,wild,0,0,0,0,0
4163,wild 11,Ae. sollicitans,7/27/2018,7/24/2018,male,Ae. sollicitans,wild,11,0,3,wild,0,0,0,0,0
4200,wild 11,Ae. atlanticus,7/31/2018,7/24/2018,male,Ae. Atlanticus,wild,11,0,7,wild,0,0,0,0,0
4201,wild 11,Ae. infirmatus,7/31/2018,7/24/2018,male,Ae. infirmatus,wild,11,0,7,wild,0,0,0,0,0
4202,wild 11,Ae. mitchellae,7/31/2018,7/24/2018,male,Ae. mitchellae,wild,11,0,7,wild,0,0,0,0,0
4203,wild 11,Ae. sollicitans,7/31/2018,7/24/2018,male,Ae. sollicitans,wild,11,0,7,wild,0,0,0,0,0
4240,wild 11,Ae. atlanticus,8/2/2018,7/24/2018,male,Ae. Atlanticus,wild,11,0,9,wild,0,0,0,0,0
4241,wild 11,Ae. infirmatus,8/2/2018,7/24/2018,male,Ae. infirmatus,wild,11,0,9,wild,0,0,0,0,0
4242,wild 11,Ae. mitchellae,8/2/2018,7/24/2018,male,Ae. mitchellae,wild,11,0,9,wild,0,0,0,0,0
4243,wild 11,Ae. sollicitans,8/2/2018,7/24/2018,male,Ae. sollicitans,wild,11,0,9,wild,0,0,0,0,0
4280,wild 11,Ae. atlanticus,8/7/2018,7/24/2018,male,Ae. Atlanticus,wild,11,0,14,wild,0,0,0,0,0
4281,wild 11,Ae. infirmatus,8/7/2018,7/24/2018,male,Ae. infirmatus,wild,11,0,14,wild,0,0,0,0,0
4282,wild 11,Ae. mitchellae,8/7/2018,7/24/2018,male,Ae. mitchellae,wild,11,0,14,wild,0,0,0,0,0
4283,wild 11,Ae. sollicitans,8/7/2018,7/24/2018,male,Ae. sollicitans,wild,11,1,14,wild,0,0,0,0,0
4476,wild 11,Ae. albopictus-Female,7/25/2018,7/24/2018,female,Ae. Albopictus,wild,11,0,1,wild,0,0,0,0,0
4477,wild 11,Ae. albopictus-Male,7/25/2018,7/24/2018,male,Ae. Albopictus,wild,11,0,1,wild,0,0,0,0,0
4478,wild 11,Ae. aegypti - Female,7/25/2018,7/24/2018,female,Ae. Aegypti,wild,11,0,1,wild,0,0,0,0,0
4479,wild 11,Ae. aegypti - Male,7/25/2018,7/24/2018,male,Ae. Aegypti,wild,11,0,1,wild,0,0,0,0,0
4488,wild 11,Ae. taen.,7/25/2018,7/24/2018,male,Ae. taen.,wild,11,0,1,wild,0,0,0,0,0
4489,wild 11,Ae. vexans,7/25/2018,7/24/2018,male,Ae. vexans,wild,11,0,1,wild,0,0,0,0,0
4490,wild 11,An. bradleyi,7/25/2018,7/24/2018,male,An. bradleyi,wild,11,0,1,wild,0,0,0,0,0
4491,wild 11,An. crucians,7/25/2018,7/24/2018,male,An. crucians,wild,11,0,1,wild,0,0,0,0,0
4492,wild 11,An. perplexans,7/25/2018,7/24/2018,male,An. perplexans,wild,11,0,1,wild,0,0,0,0,0
4493,wild 11,An. punctipennis,7/25/2018,7/24/2018,male,An. punctipennis,wild,11,0,1,wild,0,0,0,0,0
4494,wild 11,An. quad.,7/25/2018,7/24/2018,male,An. quad.,wild,11,0,1,wild,0,0,0,0,0
4495,wild 11,An. walkeri,7/25/2018,7/24/2018,male,An. walkeri,wild,11,0,1,wild,0,0,0,0,0
4496,wild 11,Cq. perturbans,7/25/2018,7/24/2018,male,Cq. perturbans,wild,11,0,1,wild,0,0,0,0,0
4497,wild 11,Cs inornata,7/25/2018,7/24/2018,male,Cs inornata,wild,11,0,1,wild,0,0,0,0,0
4498,wild 11,Cs. melanura,7/25/2018,7/24/2018,male,Cs. melanura,wild,11,0,1,wild,0,0,0,0,0
4499,wild 11,Cx corronator,7/25/2018,7/24/2018,male,Cx corronator,wild,11,0,1,wild,0,0,0,0,0
4500,wild 11,Cx. erraticus,7/25/2018,7/24/2018,male,Cx. erraticus,wild,11,0,1,wild,0,0,0,0,0
4501,wild 11,Cx. nigripalpus,7/25/2018,7/24/2018,male,Cx. nigripalpus,wild,11,0,1,wild,0,0,0,0,0
4502,wild 11,Cx. quinque.,7/25/2018,7/24/2018,male,Cx. quinque.,wild,11,0,1,wild,0,0,0,0,0
4503,wild 11,Cx. restuans,7/25/2018,7/24/2018,male,Cx. restuans,wild,11,0,1,wild,0,0,0,0,0
4504,wild 11,Cx. salinarius,7/25/2018,7/24/2018,male,Cx. salinarius,wild,11,0,1,wild,0,0,0,0,0
4505,wild 11,Ms. titillans,7/25/2018,7/24/2018,male,Ms. titillans,wild,11,0,1,wild,0,0,0,0,0
4506,wild 11,Or. signifera,7/25/2018,7/24/2018,male,Or. signifera,wild,11,0,1,wild,0,0,0,0,0
4507,wild 11,Ps. ciliata,7/25/2018,7/24/2018,male,Ps. ciliata,wild,11,0,1,wild,0,0,0,0,0
4508,wild 11,Ps. columbiae,7/25/2018,7/24/2018,male,Ps. columbiae,wild,11,0,1,wild,0,0,0,0,0
4509,wild 11,Ps. cyanescens,7/25/2018,7/24/2018,male,Ps. cyanescens,wild,11,0,1,wild,0,0,0,0,0
4510,wild 11,Ps. ferox,7/25/2018,7/24/2018,male,Ps. ferox,wild,11,0,1,wild,0,0,0,0,0
4511,wild 11,Ps. howardii,7/25/2018,7/24/2018,male,Ps. howardii,wild,11,0,1,wild,0,0,0,0,0
4512,wild 11,Ur. lowwi,7/25/2018,7/24/2018,male,Ur. lowwi,wild,11,0,1,wild,0,0,0,0,0
4513,wild 11,Ur. sappharina,7/25/2018,7/24/2018,male,Ur. sapphirina,wild,11,0,1,wild,0,0,0,0,0
4514,wild 11,Tx. rutilus,7/25/2018,7/24/2018,male,Tx.rutilis,wild,11,0,1,wild,0,0,0,0,0
4515,wild 11,Wy. mitchelli,7/25/2018,7/24/2018,male,Wy. Mitchelli,wild,11,0,1,wild,0,0,0,0,0
4516,wild 11,Ae. albopictus-Female,7/27/2018,7/24/2018,female,Ae. Albopictus,wild,11,0,3,wild,0,0,0,0,0
4517,wild 11,Ae. albopictus-Male,7/27/2018,7/24/2018,male,Ae. Albopictus,wild,11,0,3,wild,0,0,0,0,0
4518,wild 11,Ae. aegypti - Female,7/27/2018,7/24/2018,female,Ae. Aegypti,wild,11,0,3,wild,0,0,0,0,0
4519,wild 11,Ae. aegypti - Male,7/27/2018,7/24/2018,male,Ae. Aegypti,wild,11,0,3,wild,0,0,0,0,0
4528,wild 11,Ae. taen.,7/27/2018,7/24/2018,male,Ae. taen.,wild,11,0,3,wild,0,0,0,0,0
4529,wild 11,Ae. vexans,7/27/2018,7/24/2018,male,Ae. vexans,wild,11,0,3,wild,0,0,0,0,0
4530,wild 11,An. bradleyi,7/27/2018,7/24/2018,male,An. bradleyi,wild,11,0,3,wild,0,0,0,0,0
4531,wild 11,An. crucians,7/27/2018,7/24/2018,male,An. crucians,wild,11,0,3,wild,0,0,0,0,0
4532,wild 11,An. perplexans,7/27/2018,7/24/2018,male,An. perplexans,wild,11,0,3,wild,0,0,0,0,0
4533,wild 11,An. punctipennis,7/27/2018,7/24/2018,male,An. punctipennis,wild,11,0,3,wild,0,0,0,0,0
4534,wild 11,An. quad.,7/27/2018,7/24/2018,male,An. quad.,wild,11,0,3,wild,0,0,0,0,0
4535,wild 11,An. walkeri,7/27/2018,7/24/2018,male,An. walkeri,wild,11,0,3,wild,0,0,0,0,0
4536,wild 11,Cq. perturbans,7/27/2018,7/24/2018,male,Cq. perturbans,wild,11,0,3,wild,0,0,0,0,0
4537,wild 11,Cs inornata,7/27/2018,7/24/2018,male,Cs inornata,wild,11,0,3,wild,0,0,0,0,0
4538,wild 11,Cs. melanura,7/27/2018,7/24/2018,male,Cs. melanura,wild,11,0,3,wild,0,0,0,0,0
4539,wild 11,Cx corronator,7/27/2018,7/24/2018,male,Cx corronator,wild,11,0,3,wild,0,0,0,0,0
4540,wild 11,Cx. erraticus,7/27/2018,7/24/2018,male,Cx. erraticus,wild,11,0,3,wild,0,0,0,0,0
4541,wild 11,Cx. nigripalpus,7/27/2018,7/24/2018,male,Cx. nigripalpus,wild,11,0,3,wild,0,0,0,0,0
4542,wild 11,Cx. quinque.,7/27/2018,7/24/2018,male,Cx. quinque.,wild,11,0,3,wild,0,0,0,0,0
4543,wild 11,Cx. restuans,7/27/2018,7/24/2018,male,Cx. restuans,wild,11,0,3,wild,0,0,0,0,0
4544,wild 11,Cx. salinarius,7/27/2018,7/24/2018,male,Cx. salinarius,wild,11,0,3,wild,0,0,0,0,0
4545,wild 11,Ms. titillans,7/27/2018,7/24/2018,male,Ms. titillans,wild,11,0,3,wild,0,0,0,0,0
4546,wild 11,Or. signifera,7/27/2018,7/24/2018,male,Or. signifera,wild,11,0,3,wild,0,0,0,0,0
4547,wild 11,Ps. ciliata,7/27/2018,7/24/2018,male,Ps. ciliata,wild,11,0,3,wild,0,0,0,0,0
4548,wild 11,Ps. columbiae,7/27/2018,7/24/2018,male,Ps. columbiae,wild,11,0,3,wild,0,0,0,0,0
4549,wild 11,Ps. cyanescens,7/27/2018,7/24/2018,male,Ps. cyanescens,wild,11,0,3,wild,0,0,0,0,0
4550,wild 11,Ps. ferox,7/27/2018,7/24/2018,male,Ps. ferox,wild,11,0,3,wild,0,0,0,0,0
4551,wild 11,Ps. howardii,7/27/2018,7/24/2018,male,Ps. howardii,wild,11,0,3,wild,0,0,0,0,0
4552,wild 11,Ur. lowwi,7/27/2018,7/24/2018,male,Ur. lowwi,wild,11,0,3,wild,0,0,0,0,0
4553,wild 11,Ur. sappharina,7/27/2018,7/24/2018,male,Ur. sapphirina,wild,11,0,3,wild,0,0,0,0,0
4554,wild 11,Tx. rutilus,7/27/2018,7/24/2018,male,Tx.rutilis,wild,11,0,3,wild,0,0,0,0,0
4555,wild 11,Wy. mitchelli,7/27/2018,7/24/2018,male,Wy. Mitchelli,wild,11,0,3,wild,0,0,0,0,0
4556,wild 11,Ae. albopictus-Female,7/31/2018,7/24/2018,female,Ae. Albopictus,wild,11,0,7,wild,0,0,0,0,0
4557,wild 11,Ae. albopictus-Male,7/31/2018,7/24/2018,male,Ae. Albopictus,wild,11,0,7,wild,0,0,0,0,0
4558,wild 11,Ae. aegypti - Female,7/31/2018,7/24/2018,female,Ae. Aegypti,wild,11,0,7,wild,0,0,0,0,0
4559,wild 11,Ae. aegypti - Male,7/31/2018,7/24/2018,male,Ae. Aegypti,wild,11,0,7,wild,0,0,0,0,0
4568,wild 11,Ae. taen.,7/31/2018,7/24/2018,male,Ae. taen.,wild,11,0,7,wild,0,0,0,0,0
4569,wild 11,Ae. vexans,7/31/2018,7/24/2018,male,Ae. vexans,wild,11,0,7,wild,0,0,0,0,0
4570,wild 11,An. bradleyi,7/31/2018,7/24/2018,male,An. bradleyi,wild,11,0,7,wild,0,0,0,0,0
4571,wild 11,An. crucians,7/31/2018,7/24/2018,male,An. crucians,wild,11,0,7,wild,0,0,0,0,0
4572,wild 11,An. perplexans,7/31/2018,7/24/2018,male,An. perplexans,wild,11,0,7,wild,0,0,0,0,0
4573,wild 11,An. punctipennis,7/31/2018,7/24/2018,male,An. punctipennis,wild,11,0,7,wild,0,0,0,0,0
4574,wild 11,An. quad.,7/31/2018,7/24/2018,male,An. quad.,wild,11,0,7,wild,0,0,0,0,0
4575,wild 11,An. walkeri,7/31/2018,7/24/2018,male,An. walkeri,wild,11,0,7,wild,0,0,0,0,0
4576,wild 11,Cq. perturbans,7/31/2018,7/24/2018,male,Cq. perturbans,wild,11,0,7,wild,0,0,0,0,0
4577,wild 11,Cs inornata,7/31/2018,7/24/2018,male,Cs inornata,wild,11,0,7,wild,0,0,0,0,0
4578,wild 11,Cs. melanura,7/31/2018,7/24/2018,male,Cs. melanura,wild,11,0,7,wild,0,0,0,0,0
4579,wild 11,Cx corronator,7/31/2018,7/24/2018,male,Cx corronator,wild,11,0,7,wild,0,0,0,0,0
4580,wild 11,Cx. erraticus,7/31/2018,7/24/2018,male,Cx. erraticus,wild,11,0,7,wild,0,0,0,0,0
4581,wild 11,Cx. nigripalpus,7/31/2018,7/24/2018,male,Cx. nigripalpus,wild,11,0,7,wild,0,0,0,0,0
4582,wild 11,Cx. quinque.,7/31/2018,7/24/2018,male,Cx. quinque.,wild,11,0,7,wild,0,0,0,0,0
4583,wild 11,Cx. restuans,7/31/2018,7/24/2018,male,Cx. restuans,wild,11,0,7,wild,0,0,0,0,0
4584,wild 11,Cx. salinarius,7/31/2018,7/24/2018,male,Cx. salinarius,wild,11,0,7,wild,0,0,0,0,0
4585,wild 11,Ms. titillans,7/31/2018,7/24/2018,male,Ms. titillans,wild,11,0,7,wild,0,0,0,0,0
4586,wild 11,Or. signifera,7/31/2018,7/24/2018,male,Or. signifera,wild,11,0,7,wild,0,0,0,0,0
4587,wild 11,Ps. ciliata,7/31/2018,7/24/2018,male,Ps. ciliata,wild,11,0,7,wild,0,0,0,0,0
4588,wild 11,Ps. columbiae,7/31/2018,7/24/2018,male,Ps. columbiae,wild,11,0,7,wild,0,0,0,0,0
4589,wild 11,Ps. cyanescens,7/31/2018,7/24/2018,male,Ps. cyanescens,wild,11,0,7,wild,0,0,0,0,0
4590,wild 11,Ps. ferox,7/31/2018,7/24/2018,male,Ps. ferox,wild,11,0,7,wild,0,0,0,0,0
4591,wild 11,Ps. howardii,7/31/2018,7/24/2018,male,Ps. howardii,wild,11,0,7,wild,0,0,0,0,0
4592,wild 11,Ur. lowwi,7/31/2018,7/24/2018,male,Ur. lowwi,wild,11,0,7,wild,0,0,0,0,0
4593,wild 11,Ur. sappharina,7/31/2018,7/24/2018,male,Ur. sapphirina,wild,11,0,7,wild,0,0,0,0,0
4594,wild 11,Tx. rutilus,7/31/2018,7/24/2018,male,Tx.rutilis,wild,11,0,7,wild,0,0,0,0,0
4595,wild 11,Wy. mitchelli,7/31/2018,7/24/2018,male,Wy. Mitchelli,wild,11,0,7,wild,0,0,0,0,0
4596,wild 11,Ae. albopictus-Female,8/2/2018,7/24/2018,female,Ae. Albopictus,wild,11,0,9,wild,0,0,0,0,0
4597,wild 11,Ae. albopictus-Male,8/2/2018,7/24/2018,male,Ae. Albopictus,wild,11,0,9,wild,0,0,0,0,0
4598,wild 11,Ae. aegypti - Female,8/2/2018,7/24/2018,female,Ae. Aegypti,wild,11,0,9,wild,0,0,0,0,0
4599,wild 11,Ae. aegypti - Male,8/2/2018,7/24/2018,male,Ae. Aegypti,wild,11,0,9,wild,0,0,0,0,0
4608,wild 11,Ae. taen.,8/2/2018,7/24/2018,male,Ae. taen.,wild,11,0,9,wild,0,0,0,0,0
4609,wild 11,Ae. vexans,8/2/2018,7/24/2018,male,Ae. vexans,wild,11,0,9,wild,0,0,0,0,0
4610,wild 11,An. bradleyi,8/2/2018,7/24/2018,male,An. bradleyi,wild,11,0,9,wild,0,0,0,0,0
4611,wild 11,An. crucians,8/2/2018,7/24/2018,male,An. crucians,wild,11,0,9,wild,0,0,0,0,0
4612,wild 11,An. perplexans,8/2/2018,7/24/2018,male,An. perplexans,wild,11,0,9,wild,0,0,0,0,0
4613,wild 11,An. punctipennis,8/2/2018,7/24/2018,male,An. punctipennis,wild,11,0,9,wild,0,0,0,0,0
4614,wild 11,An. quad.,8/2/2018,7/24/2018,male,An. quad.,wild,11,0,9,wild,0,0,0,0,0
4615,wild 11,An. walkeri,8/2/2018,7/24/2018,male,An. walkeri,wild,11,0,9,wild,0,0,0,0,0
4616,wild 11,Cq. perturbans,8/2/2018,7/24/2018,male,Cq. perturbans,wild,11,0,9,wild,0,0,0,0,0
4617,wild 11,Cs inornata,8/2/2018,7/24/2018,male,Cs inornata,wild,11,0,9,wild,0,0,0,0,0
4618,wild 11,Cs. melanura,8/2/2018,7/24/2018,male,Cs. melanura,wild,11,0,9,wild,0,0,0,0,0
4619,wild 11,Cx corronator,8/2/2018,7/24/2018,male,Cx corronator,wild,11,0,9,wild,0,0,0,0,0
4620,wild 11,Cx. erraticus,8/2/2018,7/24/2018,male,Cx. erraticus,wild,11,0,9,wild,0,0,0,0,0
4621,wild 11,Cx. nigripalpus,8/2/2018,7/24/2018,male,Cx. nigripalpus,wild,11,0,9,wild,0,0,0,0,0
4622,wild 11,Cx. quinque.,8/2/2018,7/24/2018,male,Cx. quinque.,wild,11,0,9,wild,0,0,0,0,0
4623,wild 11,Cx. restuans,8/2/2018,7/24/2018,male,Cx. restuans,wild,11,0,9,wild,0,0,0,0,0
4624,wild 11,Cx. salinarius,8/2/2018,7/24/2018,male,Cx. salinarius,wild,11,0,9,wild,0,0,0,0,0
4625,wild 11,Ms. titillans,8/2/2018,7/24/2018,male,Ms. titillans,wild,11,0,9,wild,0,0,0,0,0
4626,wild 11,Or. signifera,8/2/2018,7/24/2018,male,Or. signifera,wild,11,0,9,wild,0,0,0,0,0
4627,wild 11,Ps. ciliata,8/2/2018,7/24/2018,male,Ps. ciliata,wild,11,0,9,wild,0,0,0,0,0
4628,wild 11,Ps. columbiae,8/2/2018,7/24/2018,male,Ps. columbiae,wild,11,0,9,wild,0,0,0,0,0
4629,wild 11,Ps. cyanescens,8/2/2018,7/24/2018,male,Ps. cyanescens,wild,11,0,9,wild,0,0,0,0,0
4630,wild 11,Ps. ferox,8/2/2018,7/24/2018,male,Ps. ferox,wild,11,0,9,wild,0,0,0,0,0
4631,wild 11,Ps. howardii,8/2/2018,7/24/2018,male,Ps. howardii,wild,11,0,9,wild,0,0,0,0,0
4632,wild 11,Ur. lowwi,8/2/2018,7/24/2018,male,Ur. lowwi,wild,11,0,9,wild,0,0,0,0,0
4633,wild 11,Ur. sappharina,8/2/2018,7/24/2018,male,Ur. sapphirina,wild,11,0,9,wild,0,0,0,0,0
4634,wild 11,Tx. rutilus,8/2/2018,7/24/2018,male,Tx.rutilis,wild,11,0,9,wild,0,0,0,0,0
4635,wild 11,Wy. mitchelli,8/2/2018,7/24/2018,male,Wy. Mitchelli,wild,11,0,9,wild,0,0,0,0,0
4636,wild 11,Ae. albopictus-Female,8/7/2018,7/24/2018,female,Ae. Albopictus,wild,11,0,14,wild,0,0,0,0,0
4637,wild 11,Ae. albopictus-Male,8/7/2018,7/24/2018,male,Ae. Albopictus,wild,11,0,14,wild,0,0,0,0,0
4638,wild 11,Ae. aegypti - Female,8/7/2018,7/24/2018,female,Ae. Aegypti,wild,11,3,14,wild,0,0,0,0,0
4639,wild 11,Ae. aegypti - Male,8/7/2018,7/24/2018,male,Ae. Aegypti,wild,11,3,14,wild,0,0,0,0,0
4648,wild 11,Ae. taen.,8/7/2018,7/24/2018,male,Ae. taen.,wild,11,0,14,wild,0,0,0,0,0
4649,wild 11,Ae. vexans,8/7/2018,7/24/2018,male,Ae. vexans,wild,11,0,14,wild,0,0,0,0,0
4650,wild 11,An. bradleyi,8/7/2018,7/24/2018,male,An. bradleyi,wild,11,0,14,wild,0,0,0,0,0
4651,wild 11,An. crucians,8/7/2018,7/24/2018,male,An. crucians,wild,11,0,14,wild,0,0,0,0,0
4652,wild 11,An. perplexans,8/7/2018,7/24/2018,male,An. perplexans,wild,11,0,14,wild,0,0,0,0,0
4653,wild 11,An. punctipennis,8/7/2018,7/24/2018,male,An. punctipennis,wild,11,0,14,wild,0,0,0,0,0
